,Provider ID,IMM_2,IMM_3_OP_27_FAC_ADHPCT,OP_22,OP_23,OP_29,OP_30,OP_4,PC_01,STK_4,VTE_5,VTE_6
78,10157,96.0,91.0,3.0,0.0,46.0,55.0,100.0,0.0,0.0,0.0,0.0
79,10158,100.0,91.0,1.0,0.0,91.0,0.0,100.0,0.0,0.0,0.0,0.0
80,10164,99.0,75.0,1.0,100.0,75.0,14.0,100.0,0.0,0.0,100.0,0.0
81,10168,86.0,93.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,10169,98.0,82.0,4.0,0.0,53.0,90.0,98.0,0.0,0.0,0.0,0.0
83,11300,73.0,90.0,1.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0
84,11302,98.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,11305,96.0,83.0,5.0,0.0,5.0,48.0,95.0,0.0,0.0,0.0,0.0
86,20001,89.0,65.0,3.0,0.0,94.0,73.0,0.0,4.0,88.0,100.0,3.0
87,20006,99.0,72.0,4.0,50.0,100.0,100.0,93.0,10.0,0.0,0.0,0.0
88,20008,90.0,77.0,1.0,0.0,60.0,98.0,100.0,3.0,0.0,0.0,0.0
89,20012,90.0,88.0,0.0,0.0,84.0,95.0,0.0,0.0,0.0,0.0,0.0
90,20017,99.0,67.0,0.0,0.0,94.0,80.0,0.0,3.0,0.0,100.0,0.0
91,20018,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,20026,75.0,28.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0
93,21303,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,21306,0.0,75.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,21308,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,21311,89.0,88.0,3.0,0.0,83.0,97.0,0.0,0.0,0.0,0.0,0.0
97,30001,98.0,74.0,3.0,0.0,56.0,0.0,100.0,4.0,0.0,100.0,0.0
98,30002,98.0,97.0,3.0,0.0,82.0,55.0,0.0,2.0,0.0,55.0,2.0
99,30006,88.0,70.0,2.0,0.0,94.0,100.0,0.0,3.0,90.0,97.0,0.0
100,30007,100.0,95.0,2.0,68.0,61.0,100.0,91.0,0.0,0.0,100.0,0.0
101,30010,92.0,98.0,1.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0
102,30011,87.0,98.0,3.0,0.0,97.0,100.0,0.0,1.0,86.0,100.0,0.0
103,30012,94.0,53.0,1.0,87.0,85.0,95.0,0.0,0.0,0.0,93.0,5.0
104,30013,97.0,78.0,6.0,58.0,81.0,0.0,0.0,0.0,100.0,96.0,0.0
105,30014,95.0,94.0,2.0,0.0,69.0,97.0,0.0,0.0,92.0,100.0,0.0
106,30016,96.0,96.0,3.0,50.0,96.0,98.0,96.0,0.0,0.0,53.0,0.0
107,30022,91.0,91.0,1.0,0.0,88.0,100.0,0.0,0.0,0.0,95.0,3.0
108,30023,97.0,97.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
109,30024,96.0,95.0,0.0,0.0,83.0,82.0,91.0,7.0,100.0,100.0,0.0
110,30030,88.0,74.0,2.0,0.0,81.0,100.0,0.0,2.0,0.0,100.0,0.0
111,30033,100.0,95.0,3.0,0.0,97.0,100.0,100.0,0.0,0.0,0.0,0.0
112,30036,96.0,84.0,1.0,75.0,91.0,0.0,95.0,1.0,100.0,99.0,0.0
113,30037,95.0,69.0,1.0,0.0,93.0,53.0,93.0,5.0,0.0,97.0,0.0
114,30038,87.0,93.0,1.0,0.0,81.0,57.0,0.0,0.0,95.0,93.0,4.0
115,30043,92.0,90.0,4.0,64.0,93.0,100.0,100.0,2.0,0.0,87.0,0.0
116,30055,99.0,99.0,2.0,0.0,38.0,73.0,0.0,6.0,100.0,84.0,8.0
117,30061,98.0,93.0,1.0,68.0,79.0,92.0,0.0,0.0,0.0,70.0,7.0
118,30062,80.0,78.0,1.0,86.0,56.0,67.0,96.0,1.0,0.0,74.0,0.0
119,30064,75.0,96.0,6.0,0.0,83.0,77.0,0.0,4.0,90.0,91.0,8.0
120,30065,96.0,97.0,2.0,0.0,97.0,86.0,0.0,1.0,86.0,78.0,0.0
121,30068,75.0,58.0,1.0,67.0,85.0,3.0,91.0,3.0,0.0,0.0,0.0
122,30069,99.0,92.0,0.0,83.0,42.0,98.0,0.0,4.0,0.0,98.0,0.0
123,30071,54.0,93.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
124,30073,80.0,99.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
125,30077,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,30078,92.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,30083,96.0,74.0,1.0,86.0,35.0,98.0,0.0,2.0,0.0,0.0,0.0
128,30084,54.0,79.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
129,30085,97.0,57.0,6.0,85.0,100.0,100.0,0.0,1.0,100.0,100.0,0.0
130,30087,82.0,92.0,1.0,0.0,76.0,68.0,0.0,3.0,0.0,96.0,15.0
131,30088,97.0,92.0,1.0,82.0,85.0,88.0,98.0,3.0,88.0,62.0,3.0
132,30089,96.0,97.0,2.0,60.0,90.0,91.0,0.0,2.0,87.0,72.0,9.0
133,30092,98.0,93.0,1.0,71.0,92.0,89.0,85.0,0.0,93.0,95.0,0.0
134,30093,98.0,95.0,1.0,80.0,68.0,92.0,0.0,4.0,0.0,74.0,5.0
135,30094,98.0,81.0,1.0,88.0,73.0,98.0,0.0,1.0,100.0,100.0,0.0
136,30101,99.0,73.0,2.0,90.0,34.0,88.0,100.0,7.0,0.0,98.0,0.0
137,30103,96.0,82.0,1.0,38.0,62.0,92.0,0.0,0.0,100.0,88.0,0.0
138,30105,98.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0
139,30107,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,30108,92.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,30110,82.0,85.0,1.0,82.0,64.0,100.0,0.0,7.0,77.0,100.0,5.0
142,30111,75.0,91.0,3.0,0.0,90.0,70.0,91.0,0.0,0.0,87.0,0.0
143,30112,91.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,30113,61.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,30114,98.0,68.0,2.0,81.0,94.0,84.0,0.0,0.0,0.0,93.0,0.0
146,30115,98.0,96.0,4.0,90.0,73.0,90.0,0.0,3.0,100.0,77.0,0.0
147,30117,99.0,64.0,2.0,79.0,4.0,98.0,100.0,0.0,0.0,100.0,0.0
148,30118,85.0,45.0,1.0,78.0,0.0,0.0,90.0,2.0,0.0,94.0,0.0
149,30119,98.0,86.0,1.0,87.0,50.0,83.0,73.0,1.0,0.0,100.0,0.0
150,30120,93.0,63.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
151,30121,97.0,60.0,2.0,80.0,68.0,41.0,0.0,2.0,91.0,100.0,4.0
152,30122,96.0,97.0,2.0,0.0,89.0,76.0,91.0,0.0,0.0,74.0,6.0
153,30123,87.0,92.0,1.0,0.0,100.0,76.0,93.0,0.0,0.0,100.0,0.0
154,30130,98.0,97.0,1.0,78.0,84.0,93.0,96.0,3.0,0.0,78.0,0.0
155,30131,96.0,76.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,30132,98.0,11.0,1.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0
157,30134,100.0,96.0,1.0,0.0,88.0,0.0,93.0,0.0,0.0,0.0,0.0
158,30136,0.0,84.0,4.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0
159,30137,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,31300,0.0,93.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0
161,31301,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,31304,83.0,95.0,1.0,0.0,0.0,0.0,97.0,6.0,0.0,0.0,0.0
163,31311,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,31312,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,31313,92.0,100.0,0.0,0.0,100.0,67.0,93.0,1.0,0.0,0.0,0.0
166,31314,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0
167,31315,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,40001,98.0,53.0,2.0,0.0,100.0,100.0,96.0,0.0,0.0,0.0,0.0
169,40002,95.0,72.0,3.0,0.0,40.0,81.0,94.0,0.0,0.0,92.0,0.0
170,40004,98.0,97.0,4.0,0.0,52.0,45.0,0.0,0.0,95.0,100.0,0.0
171,40007,97.0,100.0,4.0,0.0,0.0,76.0,0.0,7.0,73.0,73.0,4.0
172,40010,100.0,92.0,4.0,100.0,97.0,76.0,0.0,0.0,86.0,100.0,0.0
173,40011,89.0,38.0,3.0,0.0,92.0,85.0,100.0,0.0,0.0,0.0,0.0
174,40014,100.0,68.0,3.0,78.0,64.0,93.0,96.0,2.0,0.0,100.0,0.0
175,40015,100.0,47.0,2.0,0.0,7.0,72.0,95.0,0.0,0.0,0.0,0.0
176,40016,81.0,90.0,5.0,0.0,77.0,96.0,0.0,3.0,91.0,81.0,2.0
177,40017,96.0,93.0,1.0,75.0,90.0,63.0,93.0,9.0,0.0,91.0,0.0
178,40018,100.0,98.0,2.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0
179,40019,99.0,68.0,2.0,0.0,12.0,86.0,95.0,22.0,0.0,82.0,0.0
180,40020,99.0,98.0,2.0,0.0,89.0,70.0,0.0,1.0,0.0,100.0,0.0
181,40022,99.0,72.0,2.0,80.0,90.0,76.0,0.0,3.0,0.0,92.0,0.0
182,40026,97.0,92.0,3.0,67.0,17.0,78.0,100.0,2.0,73.0,100.0,0.0
183,40027,99.0,63.0,2.0,85.0,82.0,48.0,95.0,3.0,0.0,100.0,0.0
184,40029,97.0,70.0,4.0,78.0,45.0,86.0,0.0,6.0,0.0,100.0,0.0
185,40036,100.0,86.0,4.0,76.0,85.0,79.0,0.0,0.0,0.0,100.0,0.0
186,40039,97.0,92.0,5.0,83.0,14.0,91.0,97.0,0.0,0.0,0.0,0.0
187,40041,94.0,93.0,3.0,56.0,49.0,99.0,100.0,0.0,0.0,85.0,0.0
188,40047,95.0,97.0,1.0,0.0,46.0,98.0,98.0,0.0,0.0,0.0,0.0
189,40050,98.0,88.0,3.0,0.0,48.0,100.0,95.0,0.0,0.0,0.0,0.0
190,40051,98.0,52.0,2.0,0.0,39.0,42.0,92.0,12.0,0.0,0.0,0.0
191,40055,93.0,86.0,2.0,0.0,65.0,93.0,0.0,0.0,0.0,93.0,0.0
192,40062,97.0,99.0,5.0,54.0,89.0,17.0,0.0,0.0,75.0,100.0,0.0
193,40067,87.0,89.0,4.0,0.0,0.0,0.0,97.0,6.0,0.0,0.0,0.0
194,40069,89.0,40.0,3.0,0.0,80.0,76.0,97.0,0.0,0.0,0.0,0.0
195,40071,100.0,91.0,3.0,0.0,80.0,100.0,91.0,0.0,0.0,100.0,4.0
196,40072,99.0,86.0,2.0,0.0,78.0,17.0,94.0,13.0,0.0,0.0,0.0
197,40074,100.0,72.0,4.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0
198,40076,99.0,86.0,5.0,0.0,60.0,0.0,90.0,0.0,0.0,0.0,0.0
199,40078,92.0,83.0,3.0,0.0,33.0,100.0,100.0,0.0,0.0,100.0,0.0
200,40080,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,40084,88.0,99.0,2.0,45.0,47.0,71.0,0.0,0.0,0.0,86.0,0.0
202,40085,100.0,80.0,3.0,0.0,95.0,0.0,95.0,0.0,0.0,100.0,0.0
203,40088,99.0,73.0,2.0,89.0,86.0,95.0,96.0,0.0,0.0,0.0,0.0
204,40114,97.0,83.0,3.0,0.0,0.0,0.0,0.0,0.0,90.0,98.0,0.0
205,40118,72.0,82.0,3.0,85.0,64.0,50.0,0.0,10.0,0.0,100.0,0.0
206,40119,96.0,42.0,2.0,73.0,59.0,50.0,94.0,2.0,0.0,91.0,0.0
207,40132,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,40134,96.0,78.0,0.0,0.0,89.0,93.0,0.0,0.0,0.0,0.0,0.0
209,40137,97.0,100.0,2.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0
210,40147,99.0,64.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,40152,15.0,75.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,40153,100.0,96.0,5.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
213,41300,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,41302,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,41303,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,41304,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,41305,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,41306,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,41307,0.0,94.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0
220,41308,0.0,73.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
221,41309,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,41310,98.0,67.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0
223,41311,97.0,90.0,2.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0
224,41312,97.0,78.0,5.0,69.0,73.0,97.0,96.0,0.0,0.0,0.0,0.0
225,41313,90.0,95.0,1.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0
226,41314,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,41316,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,41317,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,41318,96.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,41319,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,41320,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,41321,92.0,82.0,2.0,0.0,70.0,0.0,98.0,2.0,0.0,0.0,0.0
233,41322,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,41323,0.0,71.0,1.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0
235,41324,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,41326,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,41327,0.0,99.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0
238,41328,0.0,84.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
239,41329,90.0,97.0,0.0,0.0,75.0,78.0,95.0,0.0,0.0,0.0,0.0
240,41330,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,41331,73.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,50002,98.0,92.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
243,50006,97.0,82.0,8.0,0.0,100.0,100.0,0.0,34.0,0.0,100.0,0.0
244,50007,100.0,83.0,1.0,64.0,92.0,93.0,0.0,2.0,86.0,0.0,0.0
245,50008,97.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,50009,91.0,87.0,2.0,0.0,82.0,84.0,96.0,0.0,100.0,79.0,0.0
247,50013,76.0,65.0,0.0,0.0,89.0,34.0,0.0,4.0,0.0,0.0,0.0
248,50014,96.0,92.0,1.0,0.0,92.0,94.0,93.0,0.0,92.0,81.0,0.0
249,50017,99.0,88.0,1.0,8.0,87.0,99.0,100.0,0.0,100.0,100.0,0.0
250,50018,96.0,92.0,2.0,0.0,0.0,0.0,93.0,1.0,0.0,100.0,0.0
251,50022,99.0,82.0,2.0,53.0,22.0,8.0,0.0,0.0,0.0,100.0,0.0
252,50024,98.0,78.0,4.0,85.0,95.0,0.0,100.0,3.0,0.0,0.0,0.0
253,50025,91.0,78.0,2.0,0.0,94.0,100.0,0.0,0.0,100.0,89.0,1.0
254,50026,100.0,90.0,5.0,0.0,84.0,70.0,95.0,3.0,93.0,97.0,0.0
255,50028,85.0,59.0,4.0,0.0,96.0,98.0,100.0,6.0,0.0,0.0,0.0
256,50030,91.0,78.0,8.0,0.0,14.0,56.0,89.0,10.0,91.0,89.0,4.0
257,50036,99.0,73.0,2.0,0.0,75.0,75.0,0.0,3.0,100.0,95.0,0.0
258,50038,83.0,70.0,1.0,0.0,70.0,83.0,0.0,2.0,0.0,100.0,0.0
259,50039,97.0,81.0,3.0,0.0,97.0,100.0,0.0,0.0,100.0,100.0,10.0
260,50040,89.0,64.0,4.0,0.0,0.0,0.0,95.0,11.0,0.0,93.0,0.0
261,50042,100.0,93.0,1.0,77.0,93.0,100.0,97.0,0.0,0.0,100.0,0.0
262,50043,93.0,86.0,3.0,80.0,0.0,78.0,0.0,0.0,100.0,82.0,6.0
263,50045,83.0,80.0,2.0,45.0,81.0,100.0,93.0,2.0,0.0,93.0,14.0
264,50047,96.0,87.0,0.0,0.0,73.0,41.0,0.0,0.0,100.0,79.0,0.0
265,50054,87.0,66.0,1.0,59.0,80.0,72.0,96.0,1.0,0.0,83.0,0.0
266,50055,97.0,95.0,0.0,0.0,68.0,9.0,0.0,0.0,0.0,0.0,0.0
267,50056,97.0,69.0,3.0,81.0,82.0,91.0,0.0,2.0,100.0,61.0,0.0
268,50057,96.0,78.0,2.0,67.0,85.0,84.0,0.0,4.0,0.0,97.0,6.0
269,50058,91.0,83.0,1.0,0.0,64.0,99.0,0.0,1.0,0.0,76.0,7.0
270,50060,89.0,89.0,3.0,0.0,83.0,57.0,0.0,1.0,89.0,96.0,2.0
271,50063,93.0,68.0,3.0,0.0,69.0,0.0,0.0,5.0,0.0,100.0,0.0
272,50067,85.0,73.0,2.0,0.0,0.0,29.0,94.0,0.0,0.0,0.0,0.0
273,50069,96.0,78.0,4.0,56.0,84.0,13.0,0.0,0.0,100.0,69.0,0.0
274,50070,99.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0
275,50071,98.0,96.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,96.0,0.0
276,50072,97.0,88.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,95.0,0.0
277,50073,99.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0
278,50075,98.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,99.0,0.0
279,50076,99.0,86.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,4.0
