,Provider ID,IMM_2,IMM_3_OP_27_FAC_ADHPCT,OP_22,OP_23,OP_29,OP_30,OP_4,PC_01,STK_4,VTE_5,VTE_6
881,110039,100.0,44.0,2.0,0.0,100.0,100.0,100.0,0.0,0.0,91.0,0.0
882,110040,93.0,55.0,2.0,0.0,84.0,80.0,88.0,0.0,0.0,75.0,0.0
883,110041,97.0,87.0,1.0,75.0,98.0,95.0,99.0,0.0,100.0,100.0,0.0
884,110042,87.0,94.0,1.0,57.0,29.0,0.0,99.0,0.0,0.0,0.0,0.0
885,110043,90.0,96.0,3.0,36.0,100.0,79.0,0.0,0.0,95.0,86.0,7.0
886,110044,97.0,91.0,3.0,0.0,40.0,97.0,100.0,0.0,0.0,100.0,0.0
887,110045,100.0,60.0,2.0,0.0,22.0,76.0,100.0,0.0,0.0,100.0,0.0
888,110046,99.0,53.0,2.0,0.0,89.0,99.0,98.0,0.0,0.0,0.0,0.0
889,110050,82.0,99.0,1.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0
890,110051,99.0,82.0,1.0,73.0,98.0,100.0,99.0,6.0,0.0,92.0,0.0
891,110054,99.0,94.0,2.0,58.0,100.0,59.0,0.0,6.0,0.0,94.0,0.0
892,110064,99.0,70.0,3.0,0.0,70.0,85.0,0.0,2.0,100.0,100.0,0.0
893,110069,90.0,99.0,2.0,0.0,28.0,86.0,100.0,3.0,0.0,60.0,8.0
894,110071,97.0,84.0,2.0,0.0,79.0,62.0,0.0,0.0,0.0,0.0,0.0
895,110073,81.0,89.0,34.0,42.0,58.0,89.0,98.0,0.0,0.0,0.0,0.0
896,110074,77.0,84.0,4.0,79.0,87.0,86.0,0.0,1.0,0.0,94.0,0.0
897,110075,97.0,66.0,4.0,0.0,91.0,94.0,0.0,0.0,0.0,96.0,0.0
898,110076,95.0,73.0,2.0,0.0,85.0,68.0,0.0,2.0,92.0,100.0,0.0
899,110078,99.0,92.0,6.0,0.0,16.0,0.0,0.0,2.0,0.0,99.0,1.0
900,110079,96.0,99.0,10.0,0.0,84.0,89.0,0.0,0.0,0.0,100.0,5.0
901,110082,95.0,94.0,1.0,0.0,11.0,58.0,0.0,0.0,0.0,94.0,0.0
902,110083,86.0,98.0,1.0,46.0,87.0,73.0,0.0,6.0,0.0,96.0,0.0
903,110086,67.0,75.0,2.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0
904,110087,93.0,87.0,2.0,72.0,80.0,81.0,0.0,3.0,95.0,99.0,2.0
905,110089,98.0,99.0,2.0,0.0,54.0,0.0,99.0,0.0,0.0,100.0,0.0
906,110091,95.0,90.0,2.0,71.0,95.0,96.0,96.0,0.0,0.0,99.0,0.0
907,110092,98.0,51.0,0.0,0.0,16.0,0.0,94.0,0.0,0.0,0.0,0.0
908,110095,96.0,99.0,4.0,0.0,100.0,68.0,0.0,0.0,100.0,93.0,0.0
909,110100,98.0,70.0,1.0,0.0,49.0,88.0,87.0,0.0,0.0,0.0,0.0
910,110101,97.0,99.0,4.0,0.0,50.0,31.0,94.0,0.0,0.0,0.0,0.0
911,110104,89.0,97.0,2.0,0.0,91.0,88.0,99.0,0.0,0.0,84.0,0.0
912,110105,98.0,59.0,1.0,0.0,88.0,43.0,98.0,0.0,0.0,0.0,0.0
913,110107,91.0,95.0,4.0,0.0,87.0,67.0,0.0,0.0,0.0,83.0,6.0
914,110109,84.0,68.0,1.0,0.0,99.0,94.0,89.0,0.0,0.0,0.0,0.0
915,110111,48.0,78.0,7.0,0.0,0.0,68.0,85.0,0.0,0.0,0.0,0.0
916,110113,49.0,91.0,2.0,0.0,95.0,0.0,91.0,0.0,0.0,0.0,0.0
917,110115,95.0,91.0,3.0,0.0,39.0,74.0,0.0,0.0,97.0,97.0,2.0
918,110121,100.0,96.0,2.0,0.0,64.0,90.0,0.0,0.0,0.0,0.0,0.0
919,110122,97.0,73.0,6.0,88.0,74.0,69.0,0.0,3.0,94.0,100.0,0.0
920,110124,82.0,88.0,3.0,69.0,0.0,0.0,98.0,26.0,0.0,100.0,0.0
921,110125,99.0,96.0,1.0,93.0,23.0,97.0,97.0,0.0,0.0,100.0,0.0
922,110128,90.0,98.0,2.0,69.0,48.0,95.0,0.0,4.0,0.0,92.0,0.0
923,110129,97.0,57.0,2.0,0.0,55.0,81.0,0.0,2.0,87.0,83.0,0.0
924,110130,93.0,91.0,2.0,0.0,36.0,0.0,86.0,0.0,0.0,0.0,0.0
925,110132,89.0,99.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
926,110135,95.0,81.0,1.0,0.0,10.0,100.0,97.0,3.0,0.0,0.0,0.0
927,110142,99.0,89.0,2.0,0.0,100.0,100.0,94.0,0.0,0.0,0.0,0.0
928,110143,86.0,93.0,1.0,86.0,87.0,97.0,88.0,2.0,100.0,100.0,0.0
929,110146,92.0,93.0,4.0,0.0,56.0,93.0,94.0,0.0,0.0,0.0,0.0
930,110150,99.0,88.0,2.0,0.0,99.0,96.0,98.0,0.0,0.0,95.0,0.0
931,110153,99.0,98.0,2.0,0.0,29.0,79.0,0.0,0.0,0.0,0.0,0.0
932,110161,96.0,92.0,1.0,83.0,72.0,62.0,0.0,1.0,100.0,100.0,0.0
933,110164,100.0,71.0,1.0,0.0,100.0,92.0,0.0,0.0,0.0,100.0,0.0
934,110165,97.0,99.0,8.0,65.0,50.0,69.0,0.0,0.0,95.0,97.0,0.0
935,110168,100.0,96.0,1.0,0.0,73.0,76.0,0.0,0.0,0.0,98.0,0.0
936,110177,99.0,72.0,1.0,0.0,45.0,25.0,0.0,4.0,0.0,100.0,0.0
937,110184,95.0,90.0,1.0,64.0,0.0,92.0,100.0,3.0,0.0,100.0,0.0
938,110187,93.0,87.0,2.0,0.0,0.0,25.0,93.0,0.0,0.0,0.0,0.0
939,110189,98.0,89.0,2.0,0.0,99.0,94.0,95.0,0.0,0.0,0.0,0.0
940,110190,77.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
941,110191,88.0,97.0,4.0,75.0,16.0,65.0,0.0,0.0,95.0,98.0,0.0
942,110192,97.0,90.0,2.0,0.0,0.0,0.0,0.0,0.0,73.0,89.0,0.0
943,110194,65.0,89.0,3.0,0.0,1.0,46.0,74.0,4.0,0.0,0.0,0.0
944,110198,96.0,50.0,1.0,91.0,68.0,80.0,100.0,0.0,0.0,100.0,0.0
945,110200,100.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
946,110201,99.0,75.0,1.0,0.0,72.0,91.0,98.0,0.0,0.0,0.0,0.0
947,110205,88.0,97.0,3.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0
948,110209,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
949,110215,90.0,98.0,2.0,74.0,79.0,48.0,100.0,3.0,91.0,93.0,0.0
950,110225,86.0,98.0,1.0,54.0,0.0,62.0,87.0,0.0,0.0,100.0,0.0
951,110226,98.0,75.0,2.0,0.0,100.0,83.0,98.0,0.0,0.0,100.0,0.0
952,110229,95.0,98.0,1.0,92.0,75.0,84.0,100.0,0.0,0.0,95.0,0.0
953,110230,98.0,97.0,1.0,67.0,63.0,82.0,0.0,2.0,85.0,86.0,0.0
954,110233,100.0,95.0,0.0,0.0,12.0,56.0,0.0,0.0,0.0,0.0,0.0
955,110234,86.0,73.0,2.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0
956,111300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
957,111302,0.0,85.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0
958,111303,100.0,83.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0
959,111304,90.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
960,111305,0.0,70.0,1.0,0.0,42.0,0.0,100.0,0.0,0.0,0.0,0.0
961,111306,96.0,92.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0
962,111308,0.0,68.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
963,111310,0.0,99.0,0.0,27.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0
964,111313,0.0,100.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,100.0,0.0
965,111318,92.0,0.0,3.0,0.0,36.0,0.0,90.0,0.0,0.0,0.0,0.0
966,111320,100.0,99.0,3.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0
967,111324,94.0,0.0,1.0,0.0,94.0,0.0,87.0,0.0,0.0,0.0,0.0
968,111325,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0
969,111326,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
970,111327,97.0,61.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
971,111329,94.0,67.0,0.0,75.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
972,111330,97.0,98.0,2.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0
973,111331,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
974,111332,100.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
975,111333,0.0,93.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
976,111334,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
977,111335,51.0,96.0,2.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0
978,120001,94.0,87.0,1.0,33.0,80.0,88.0,91.0,1.0,96.0,42.0,5.0
979,120002,79.0,58.0,4.0,0.0,0.0,0.0,100.0,0.0,100.0,79.0,32.0
980,120004,97.0,85.0,1.0,80.0,5.0,0.0,97.0,0.0,0.0,0.0,0.0
981,120005,98.0,78.0,1.0,0.0,0.0,100.0,99.0,4.0,100.0,0.0,0.0
982,120006,98.0,92.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0
983,120007,91.0,87.0,1.0,0.0,74.0,100.0,0.0,0.0,0.0,0.0,0.0
984,120011,98.0,78.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0
985,120014,99.0,64.0,0.0,0.0,63.0,94.0,100.0,0.0,100.0,100.0,0.0
986,120019,90.0,60.0,2.0,0.0,86.0,100.0,95.0,2.0,0.0,93.0,0.0
987,120022,94.0,69.0,0.0,0.0,98.0,97.0,0.0,0.0,0.0,100.0,0.0
988,120026,100.0,59.0,0.0,0.0,93.0,96.0,0.0,0.0,100.0,0.0,0.0
989,120028,93.0,83.0,0.0,0.0,100.0,76.0,100.0,1.0,0.0,0.0,0.0
990,121300,96.0,81.0,0.0,0.0,89.0,99.0,100.0,0.0,0.0,0.0,0.0
991,121303,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
992,121306,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
993,130002,98.0,82.0,1.0,0.0,96.0,95.0,0.0,0.0,100.0,79.0,0.0
994,130003,83.0,84.0,0.0,0.0,95.0,91.0,0.0,2.0,0.0,92.0,9.0
995,130006,99.0,93.0,1.0,0.0,93.0,91.0,0.0,1.0,100.0,100.0,0.0
996,130007,98.0,99.0,1.0,0.0,94.0,79.0,0.0,0.0,100.0,100.0,0.0
997,130013,97.0,96.0,1.0,63.0,92.0,94.0,100.0,0.0,0.0,0.0,0.0
998,130014,98.0,95.0,0.0,31.0,49.0,54.0,96.0,0.0,0.0,100.0,0.0
999,130018,98.0,89.0,1.0,0.0,60.0,81.0,0.0,4.0,80.0,100.0,0.0
1000,130025,97.0,95.0,0.0,0.0,78.0,81.0,97.0,8.0,0.0,0.0,0.0
1001,130028,94.0,82.0,0.0,0.0,100.0,90.0,0.0,3.0,0.0,98.0,0.0
1002,130049,94.0,99.0,2.0,0.0,87.0,98.0,0.0,3.0,52.0,100.0,0.0
1003,130063,97.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1004,130065,100.0,86.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0
1005,130066,82.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1006,130067,92.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1007,131302,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1008,131307,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1009,131309,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010,131310,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1011,131311,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1012,131313,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1013,131314,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1014,131315,0.0,76.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0
1015,131317,0.0,47.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
1016,131318,0.0,43.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0
1017,131320,0.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1018,131321,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1019,131322,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1020,131323,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1021,131325,96.0,61.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0
1022,131326,95.0,97.0,2.0,0.0,58.0,100.0,89.0,0.0,0.0,83.0,0.0
1023,131327,94.0,94.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
1024,131328,83.0,75.0,1.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
1025,140001,92.0,98.0,1.0,0.0,60.0,96.0,94.0,0.0,0.0,0.0,0.0
1026,140002,99.0,80.0,4.0,100.0,89.0,83.0,97.0,2.0,0.0,100.0,0.0
1027,140007,81.0,79.0,4.0,0.0,17.0,83.0,0.0,0.0,58.0,72.0,6.0
1028,140008,100.0,95.0,5.0,0.0,37.0,39.0,0.0,0.0,0.0,82.0,0.0
1029,140010,97.0,48.0,1.0,0.0,85.0,94.0,0.0,0.0,99.0,93.0,7.0
1030,140011,98.0,100.0,4.0,67.0,95.0,98.0,99.0,0.0,0.0,93.0,0.0
1031,140012,100.0,99.0,1.0,89.0,76.0,90.0,0.0,0.0,0.0,100.0,0.0
1032,140013,94.0,97.0,0.0,0.0,88.0,100.0,0.0,0.0,0.0,73.0,0.0
1033,140015,97.0,94.0,2.0,0.0,97.0,100.0,0.0,6.0,0.0,87.0,0.0
1034,140018,92.0,90.0,1.0,29.0,82.0,85.0,0.0,3.0,100.0,86.0,8.0
1035,140019,100.0,96.0,1.0,82.0,0.0,81.0,100.0,0.0,0.0,0.0,0.0
1036,140029,94.0,89.0,1.0,0.0,74.0,95.0,0.0,3.0,100.0,98.0,0.0
1037,140030,99.0,98.0,1.0,100.0,88.0,69.0,0.0,0.0,0.0,100.0,0.0
1038,140032,100.0,87.0,1.0,79.0,91.0,98.0,99.0,1.0,0.0,100.0,0.0
1039,140033,92.0,50.0,4.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0
1040,140034,100.0,88.0,0.0,0.0,79.0,62.0,95.0,7.0,0.0,95.0,0.0
1041,140040,99.0,75.0,1.0,79.0,100.0,89.0,100.0,0.0,0.0,100.0,0.0
1042,140043,99.0,90.0,1.0,88.0,27.0,98.0,97.0,0.0,0.0,92.0,0.0
1043,140046,98.0,94.0,1.0,75.0,82.0,95.0,0.0,7.0,82.0,100.0,0.0
1044,140048,73.0,96.0,4.0,54.0,87.0,69.0,0.0,1.0,62.0,94.0,0.0
1045,140049,99.0,90.0,9.0,67.0,96.0,98.0,0.0,0.0,0.0,74.0,0.0
1046,140052,100.0,93.0,2.0,0.0,79.0,98.0,100.0,0.0,0.0,100.0,0.0
1047,140053,99.0,92.0,3.0,0.0,95.0,98.0,0.0,4.0,96.0,100.0,0.0
1048,140054,99.0,97.0,1.0,43.0,94.0,92.0,0.0,3.0,100.0,49.0,0.0
1049,140058,94.0,93.0,2.0,77.0,83.0,98.0,99.0,3.0,0.0,92.0,0.0
1050,140059,85.0,86.0,1.0,39.0,89.0,92.0,97.0,0.0,0.0,0.0,0.0
1051,140062,100.0,78.0,1.0,91.0,90.0,92.0,0.0,2.0,0.0,100.0,0.0
1052,140063,100.0,97.0,2.0,79.0,94.0,47.0,0.0,0.0,0.0,100.0,0.0
1053,140064,99.0,98.0,2.0,58.0,97.0,97.0,99.0,2.0,0.0,92.0,0.0
1054,140065,98.0,78.0,1.0,0.0,98.0,99.0,0.0,0.0,100.0,91.0,0.0
1055,140067,97.0,88.0,1.0,0.0,95.0,99.0,0.0,6.0,95.0,64.0,11.0
1056,140068,92.0,44.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0
1057,140077,88.0,98.0,9.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0
1058,140080,89.0,73.0,0.0,0.0,94.0,70.0,0.0,8.0,0.0,77.0,0.0
1059,140082,99.0,83.0,2.0,0.0,91.0,89.0,0.0,0.0,0.0,88.0,0.0
1060,140083,78.0,56.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0
1061,140084,100.0,55.0,3.0,0.0,88.0,14.0,0.0,0.0,0.0,100.0,0.0
1062,140088,99.0,83.0,9.0,0.0,98.0,99.0,0.0,0.0,0.0,76.0,0.0
1063,140089,99.0,87.0,1.0,53.0,52.0,77.0,90.0,0.0,0.0,0.0,0.0
1064,140091,97.0,90.0,1.0,38.0,95.0,85.0,0.0,0.0,91.0,97.0,0.0
1065,140093,98.0,76.0,4.0,83.0,1.0,72.0,95.0,2.0,0.0,90.0,0.0
1066,140095,100.0,89.0,4.0,0.0,86.0,97.0,100.0,0.0,0.0,100.0,0.0
1067,140100,96.0,61.0,6.0,0.0,80.0,94.0,0.0,0.0,0.0,0.0,0.0
1068,140101,98.0,93.0,1.0,0.0,87.0,97.0,0.0,2.0,0.0,100.0,0.0
1069,140103,83.0,77.0,9.0,0.0,0.0,0.0,96.0,0.0,0.0,95.0,0.0
1070,140110,99.0,97.0,0.0,61.0,86.0,67.0,98.0,0.0,0.0,0.0,0.0
1071,140113,83.0,83.0,2.0,73.0,99.0,100.0,0.0,0.0,0.0,96.0,0.0
1072,140114,90.0,87.0,5.0,80.0,89.0,77.0,100.0,0.0,0.0,87.0,12.0
1073,140115,75.0,81.0,0.0,0.0,0.0,87.0,93.0,0.0,0.0,92.0,0.0
1074,140116,99.0,82.0,3.0,69.0,96.0,96.0,0.0,1.0,0.0,97.0,0.0
1075,140117,78.0,86.0,0.0,0.0,58.0,99.0,0.0,2.0,100.0,55.0,0.0
1076,140118,99.0,55.0,5.0,84.0,100.0,99.0,0.0,0.0,82.0,100.0,0.0
1077,140119,97.0,93.0,4.0,0.0,88.0,97.0,0.0,2.0,94.0,100.0,0.0
1078,140120,98.0,83.0,2.0,80.0,98.0,100.0,96.0,0.0,0.0,97.0,0.0
1079,140122,93.0,84.0,1.0,0.0,94.0,99.0,0.0,2.0,100.0,84.0,0.0
1080,140124,78.0,95.0,5.0,0.0,47.0,85.0,0.0,0.0,0.0,80.0,2.0
1081,140125,100.0,87.0,2.0,0.0,96.0,100.0,100.0,3.0,0.0,92.0,0.0
1082,140127,100.0,96.0,1.0,0.0,0.0,100.0,0.0,1.0,100.0,94.0,0.0
1083,140130,98.0,99.0,1.0,75.0,97.0,17.0,77.0,0.0,0.0,96.0,0.0
1084,140133,96.0,77.0,6.0,67.0,59.0,29.0,92.0,0.0,93.0,73.0,14.0
1085,140135,94.0,97.0,1.0,0.0,99.0,93.0,0.0,0.0,0.0,83.0,0.0
1086,140137,93.0,95.0,1.0,0.0,26.0,55.0,100.0,0.0,0.0,0.0,0.0
1087,140143,100.0,89.0,1.0,92.0,75.0,98.0,91.0,0.0,0.0,0.0,0.0
1088,140145,100.0,75.0,1.0,55.0,74.0,85.0,98.0,0.0,0.0,0.0,0.0
1089,140147,100.0,99.0,1.0,0.0,78.0,73.0,98.0,4.0,0.0,0.0,0.0
1090,140148,95.0,96.0,1.0,0.0,79.0,68.0,0.0,2.0,92.0,55.0,3.0
1091,140150,98.0,94.0,3.0,0.0,96.0,100.0,0.0,3.0,0.0,77.0,3.0
1092,140155,87.0,72.0,4.0,74.0,79.0,0.0,0.0,0.0,0.0,62.0,0.0
1093,140158,93.0,91.0,1.0,50.0,11.0,55.0,0.0,0.0,94.0,88.0,3.0
1094,140160,100.0,92.0,2.0,92.0,97.0,76.0,100.0,0.0,0.0,100.0,0.0
1095,140161,100.0,94.0,0.0,57.0,71.0,59.0,100.0,0.0,0.0,0.0,0.0
1096,140162,99.0,76.0,3.0,55.0,0.0,0.0,0.0,1.0,0.0,81.0,0.0
1097,140164,99.0,100.0,3.0,0.0,0.0,100.0,0.0,0.0,0.0,95.0,0.0
1098,140166,99.0,96.0,2.0,55.0,98.0,100.0,100.0,1.0,0.0,100.0,0.0
1099,140167,96.0,83.0,1.0,0.0,0.0,74.0,98.0,0.0,0.0,0.0,0.0
1100,140172,97.0,90.0,1.0,75.0,82.0,72.0,0.0,0.0,0.0,76.0,0.0
1101,140174,96.0,95.0,4.0,80.0,45.0,63.0,0.0,0.0,0.0,98.0,0.0
1102,140176,100.0,83.0,2.0,0.0,94.0,96.0,98.0,0.0,0.0,100.0,0.0
1103,140177,100.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0
1104,140179,88.0,93.0,5.0,80.0,60.0,14.0,0.0,5.0,89.0,96.0,6.0
1105,140180,99.0,80.0,2.0,25.0,79.0,100.0,100.0,0.0,0.0,100.0,0.0
1106,140181,86.0,85.0,1.0,0.0,37.0,0.0,0.0,0.0,0.0,100.0,0.0
1107,140182,94.0,94.0,1.0,0.0,93.0,63.0,0.0,5.0,0.0,86.0,3.0
1108,140184,100.0,74.0,1.0,100.0,92.0,96.0,0.0,0.0,0.0,100.0,0.0
1109,140185,99.0,99.0,1.0,82.0,69.0,97.0,95.0,0.0,0.0,100.0,0.0
1110,140186,99.0,86.0,1.0,0.0,93.0,96.0,0.0,2.0,0.0,91.0,0.0
1111,140187,99.0,87.0,2.0,83.0,69.0,83.0,0.0,0.0,0.0,100.0,0.0
1112,140189,94.0,98.0,2.0,61.0,69.0,94.0,98.0,0.0,0.0,93.0,0.0
1113,140191,100.0,76.0,2.0,0.0,100.0,100.0,75.0,0.0,0.0,98.0,0.0
1114,140197,98.0,84.0,1.0,0.0,96.0,91.0,0.0,0.0,0.0,0.0,0.0
1115,140200,94.0,92.0,1.0,71.0,78.0,28.0,0.0,0.0,42.0,98.0,0.0
1116,140202,100.0,97.0,1.0,82.0,85.0,33.0,0.0,1.0,100.0,100.0,0.0
1117,140206,87.0,61.0,2.0,0.0,45.0,18.0,0.0,4.0,0.0,100.0,0.0
1118,140208,90.0,97.0,4.0,0.0,91.0,70.0,0.0,4.0,100.0,91.0,1.0
1119,140209,85.0,89.0,2.0,0.0,74.0,100.0,0.0,2.0,93.0,54.0,15.0
1120,140210,86.0,98.0,1.0,0.0,6.0,100.0,98.0,0.0,0.0,0.0,0.0
1121,140211,84.0,84.0,2.0,62.0,70.0,74.0,0.0,3.0,0.0,62.0,0.0
1122,140213,99.0,71.0,4.0,0.0,25.0,63.0,0.0,0.0,95.0,95.0,0.0
1123,140217,92.0,97.0,1.0,85.0,87.0,94.0,0.0,0.0,0.0,82.0,0.0
1124,140223,95.0,97.0,2.0,0.0,87.0,83.0,0.0,1.0,100.0,91.0,3.0
1125,140224,67.0,76.0,1.0,0.0,89.0,75.0,0.0,0.0,0.0,87.0,0.0
1126,140228,98.0,93.0,2.0,91.0,95.0,97.0,96.0,2.0,0.0,93.0,0.0
1127,140231,98.0,89.0,0.0,0.0,81.0,94.0,0.0,2.0,54.0,91.0,3.0
1128,140233,94.0,91.0,1.0,0.0,91.0,98.0,0.0,2.0,100.0,85.0,6.0
1129,140234,86.0,95.0,1.0,0.0,79.0,100.0,100.0,5.0,0.0,0.0,0.0
1130,140239,97.0,94.0,4.0,0.0,82.0,31.0,0.0,0.0,71.0,86.0,0.0
1131,140240,97.0,91.0,3.0,0.0,26.0,16.0,0.0,0.0,0.0,87.0,0.0
1132,140242,85.0,78.0,1.0,0.0,78.0,90.0,0.0,4.0,0.0,60.0,3.0
1133,140250,99.0,98.0,3.0,0.0,49.0,76.0,0.0,0.0,100.0,87.0,0.0
1134,140251,93.0,96.0,1.0,100.0,100.0,100.0,93.0,0.0,82.0,100.0,0.0
1135,140252,94.0,71.0,1.0,91.0,96.0,68.0,0.0,1.0,100.0,100.0,0.0
1136,140258,98.0,88.0,1.0,0.0,96.0,91.0,0.0,0.0,94.0,99.0,2.0
1137,140275,98.0,99.0,2.0,100.0,0.0,100.0,94.0,5.0,0.0,100.0,0.0
1138,140276,98.0,94.0,7.0,0.0,89.0,82.0,0.0,0.0,85.0,75.0,3.0
1139,140280,95.0,88.0,1.0,71.0,82.0,87.0,0.0,0.0,91.0,89.0,0.0
1140,140281,97.0,93.0,3.0,0.0,92.0,88.0,0.0,0.0,97.0,97.0,1.0
1141,140286,100.0,96.0,1.0,100.0,93.0,81.0,0.0,1.0,0.0,100.0,0.0
1142,140288,95.0,97.0,1.0,0.0,88.0,63.0,0.0,1.0,100.0,94.0,2.0
1143,140289,98.0,88.0,3.0,78.0,39.0,68.0,94.0,0.0,0.0,96.0,0.0
1144,140290,98.0,77.0,2.0,83.0,96.0,95.0,0.0,0.0,100.0,97.0,0.0
1145,140291,96.0,97.0,1.0,54.0,96.0,79.0,0.0,2.0,0.0,94.0,0.0
1146,140292,95.0,88.0,0.0,87.0,98.0,100.0,0.0,1.0,0.0,0.0,0.0
1147,140294,93.0,83.0,1.0,0.0,29.0,79.0,98.0,0.0,0.0,0.0,0.0
1148,140300,94.0,93.0,7.0,0.0,62.0,0.0,91.0,0.0,0.0,100.0,0.0
1149,140304,98.0,94.0,1.0,0.0,100.0,100.0,0.0,0.0,0.0,96.0,0.0
1150,141300,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1151,141301,93.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1152,141302,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1153,141303,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1154,141304,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1155,141305,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1156,141306,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1157,141307,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1158,141309,100.0,95.0,1.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0
1159,141310,95.0,99.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0
1160,141311,94.0,65.0,1.0,0.0,83.0,79.0,100.0,0.0,0.0,0.0,0.0
