,Provider ID,READM_30_AMI,READM_30_CABG,READM_30_COPD,READM_30_HF,READM_30_HIP_KNEE,READM_30_HOSP_WIDE,READM_30_PN,READM_30_STK,Readmission_score
30,10056,9.126,4.428,11.627999999999998,14.175,2.142,14.287999999999998,9.821000000000002,7.791,9.174875
31,10058,0.0,0.0,0.0,0.0,0.0,14.475999999999999,10.918999999999999,0.0,3.1743749999999995
32,10059,0.0,0.0,10.943999999999999,14.049000000000001,0.0,13.723999999999998,9.211,6.9430000000000005,6.858874999999999
33,10061,0.0,0.0,10.943999999999999,14.238000000000001,1.9319999999999997,14.758,9.821000000000002,7.473,7.39575
34,10062,0.0,0.0,10.716,13.104000000000001,0.0,14.287999999999998,10.187,0.0,6.036874999999999
35,10065,8.64,0.0,9.575999999999999,13.23,2.394,14.946,10.858,6.9430000000000005,8.323375
36,10069,0.0,0.0,11.798999999999998,13.167,0.0,14.287999999999998,9.76,6.519000000000001,6.941624999999999
37,10073,0.0,0.0,11.114999999999998,13.23,0.0,14.475999999999999,10.065,0.0,6.1107499999999995
38,10078,9.612000000000002,4.239,9.747,12.725999999999999,2.604,14.193999999999999,10.309,6.413,8.7305
39,10079,0.0,0.0,12.312,14.427,1.8059999999999998,15.04,11.468,6.9959999999999996,7.756125
40,10083,8.91,0.0,9.860999999999999,13.608,2.31,14.475999999999999,11.163,6.625,8.369125
41,10085,9.450000000000001,0.0,11.856,13.671,1.8059999999999998,13.723999999999998,10.98,6.519000000000001,8.50075
42,10086,0.0,0.0,12.368999999999998,13.545,0.0,14.758,9.455,6.572000000000001,7.087375
43,10087,0.0,0.0,11.627999999999998,13.734,0.0,15.415999999999999,0.0,7.579000000000001,6.044625
44,10089,9.612000000000002,0.0,12.254999999999999,14.364,2.016,14.664,10.065,6.731,8.713375
45,10090,9.666,3.6450000000000005,11.741999999999999,13.23,1.974,14.569999999999999,12.504999999999999,7.42,9.344
46,10091,0.0,0.0,11.114999999999998,13.23,0.0,14.1,9.516,0.0,5.995125
47,10092,10.098,3.7260000000000004,11.286,14.364,2.31,15.134,11.59,7.049,9.444625000000002
48,10095,0.0,0.0,0.0,0.0,0.0,14.758,10.126000000000001,0.0,3.1105
49,10097,0.0,0.0,11.456999999999999,13.86,0.0,14.382,10.126000000000001,0.0,6.228125
50,10099,0.0,0.0,12.368999999999998,13.167,0.0,14.852,10.248,6.784000000000001,7.177499999999999
51,10100,8.370000000000001,3.5100000000000002,9.803999999999998,13.293000000000001,1.9319999999999997,14.006,10.065,5.565,8.318125
52,10101,0.0,0.0,11.057999999999998,14.616,0.0,14.946,10.674999999999999,6.678,7.246624999999999
53,10102,0.0,0.0,0.0,0.0,0.0,14.569999999999999,9.577,0.0,3.018375
54,10103,9.558,4.617000000000001,11.456999999999999,13.985999999999999,1.89,14.569999999999999,9.15,6.9959999999999996,9.027999999999999
55,10104,8.478,3.8880000000000003,11.969999999999999,12.851999999999999,2.184,14.382,11.163,6.9959999999999996,8.989124999999998
56,10108,0.0,0.0,10.658999999999999,14.111999999999998,0.0,13.723999999999998,10.918999999999999,6.413,6.978375
57,10109,0.0,0.0,12.426,13.923000000000002,0.0,14.852,9.943,0.0,6.393000000000001
58,10110,0.0,0.0,11.741999999999999,13.545,0.0,15.697999999999999,10.918999999999999,0.0,6.4879999999999995
59,10112,0.0,0.0,10.772999999999998,13.671,0.0,14.1,11.834,0.0,6.29725
60,10113,9.072000000000001,3.834,12.767999999999999,14.553,2.142,15.415999999999999,11.528999999999998,7.95,9.658000000000001
61,10114,9.126,0.0,10.145999999999999,13.86,1.89,14.1,10.309,6.36,8.223875
62,10118,10.044000000000002,0.0,9.975,14.868,0.0,14.287999999999998,10.736,7.95,8.482625
63,10120,0.0,0.0,11.627999999999998,12.851999999999999,0.0,15.227999999999998,11.834,6.466,7.251
64,10125,0.0,0.0,9.747,13.608,0.0,12.877999999999998,8.113,6.837000000000001,6.397875
65,10126,0.0,0.0,12.083999999999998,14.931,2.016,14.382,9.638,6.519000000000001,7.446249999999999
66,10128,0.0,0.0,10.487999999999998,13.86,0.0,14.569999999999999,10.37,0.0,6.161
67,10129,0.0,0.0,11.969999999999999,14.111999999999998,0.0,15.792,10.431000000000001,7.314000000000001,7.452374999999999
68,10130,0.0,0.0,11.001,14.427,0.0,15.227999999999998,12.383000000000001,6.731,7.4712499999999995
69,10131,9.504000000000001,0.0,10.772999999999998,14.868,2.016,14.664,10.065,6.625,8.564375
70,10138,0.0,0.0,0.0,0.0,0.0,14.946,0.0,0.0,1.86825
71,10139,9.395999999999999,4.1850000000000005,12.083999999999998,13.041,2.1,14.758,11.223999999999998,7.579000000000001,9.295875000000002
72,10144,9.936,4.131,11.399999999999999,14.427,2.016,14.758,11.163,7.579000000000001,9.42625
73,10146,0.0,0.0,11.571,13.608,0.0,14.287999999999998,11.468,0.0,6.366875
74,10148,0.0,0.0,12.027,13.734,0.0,14.475999999999999,10.553,7.049,7.229874999999999
75,10149,9.018,0.0,11.286,13.923000000000002,0.0,13.347999999999999,10.431000000000001,6.784000000000001,8.09875
76,10150,0.0,0.0,10.373999999999999,13.734,1.89,14.287999999999998,10.796999999999999,0.0,6.385374999999999
77,10157,0.0,0.0,12.027,14.238000000000001,1.7219999999999998,14.569999999999999,11.528999999999998,6.837000000000001,7.615375
78,10158,0.0,0.0,11.571,14.301,2.2680000000000002,15.134,12.688,6.784000000000001,7.84325
79,10164,8.802000000000001,0.0,10.943999999999999,13.796999999999999,2.394,14.475999999999999,10.674999999999999,6.731,8.477374999999999
80,10168,0.0,0.0,11.114999999999998,0.0,1.764,15.227999999999998,10.065,0.0,4.7715
81,10169,0.0,0.0,11.172,13.293000000000001,0.0,14.006,10.674999999999999,6.890000000000001,7.0045
82,11300,0.0,0.0,0.0,0.0,0.0,14.475999999999999,0.0,0.0,1.8094999999999999
83,11302,0.0,0.0,11.229,0.0,0.0,14.287999999999998,10.613999999999999,0.0,4.516374999999999
84,11304,0.0,0.0,0.0,0.0,0.0,14.664,9.699,0.0,3.045375
85,11305,0.0,0.0,10.887,13.923000000000002,0.0,14.664,9.76,0.0,6.15425
86,20001,8.262,3.537,11.456999999999999,12.285,1.89,12.502,8.54,5.300000000000001,7.9716249999999995
87,20006,9.612000000000002,0.0,11.627999999999998,13.104000000000001,2.2680000000000002,14.287999999999998,10.491999999999999,6.9959999999999996,8.548499999999999
88,20008,0.0,0.0,10.431,14.049000000000001,1.848,14.382,9.882,6.466,7.13225
89,20012,8.478,0.0,11.798999999999998,13.167,1.68,13.723999999999998,9.516,6.9430000000000005,8.163374999999998
90,20017,8.964000000000002,3.8610000000000007,11.571,12.725999999999999,2.184,13.442,9.15,6.201,8.512374999999999
91,20018,0.0,0.0,11.057999999999998,13.104000000000001,0.0,13.723999999999998,9.943,0.0,5.978624999999999
92,20026,8.856,0.0,10.887,14.994,1.89,14.664,11.041,6.731,8.632875
93,21303,0.0,0.0,0.0,0.0,0.0,14.758,0.0,0.0,1.84475
94,21306,0.0,0.0,11.172,0.0,0.0,14.287999999999998,9.882,0.0,4.41775
95,21308,0.0,0.0,0.0,0.0,0.0,14.193999999999999,10.065,0.0,3.032375
96,21309,0.0,0.0,0.0,0.0,0.0,14.475999999999999,10.736,0.0,3.1515
97,21311,0.0,0.0,11.229,0.0,2.016,14.382,10.37,0.0,4.749625
98,30001,0.0,0.0,12.141,13.482,0.0,15.04,10.37,6.625,7.207249999999999
99,30002,9.18,3.8880000000000003,10.943999999999999,12.915000000000001,1.848,14.758,10.37,6.148,8.756375
100,30006,9.126,4.266000000000001,10.716,13.419,1.68,13.911999999999999,8.966999999999999,6.625,8.588875
101,30007,8.856,0.0,10.145999999999999,11.718000000000002,1.9319999999999997,12.502,10.126000000000001,5.989000000000001,7.658625000000001
102,30010,8.694,3.294,12.027,11.591999999999999,1.8059999999999998,14.006,10.431000000000001,5.724000000000001,8.44675
103,30011,9.288,0.0,10.658999999999999,13.545,1.638,13.16,10.37,6.9430000000000005,8.200375
104,30012,8.856,4.6979999999999995,11.229,13.482,1.7219999999999998,14.946,10.248,5.194000000000001,8.796875
105,30013,9.288,3.6450000000000005,12.083999999999998,12.789,2.0580000000000003,15.134,11.895,6.466,9.169875
106,30014,9.018,4.158,11.627999999999998,13.293000000000001,1.9319999999999997,14.193999999999999,9.211,6.625,8.757375
107,30016,8.748,0.0,11.456999999999999,15.498000000000001,1.974,14.193999999999999,10.126000000000001,6.731,8.591
108,30022,0.0,0.0,0.0,14.49,0.0,13.911999999999999,9.638,0.0,4.755
109,30023,8.964000000000002,3.834,10.602,12.536999999999999,1.554,12.783999999999999,8.600999999999999,6.095000000000001,8.121375
110,30024,9.18,4.1850000000000005,11.684999999999999,13.104000000000001,0.0,14.382,10.065,6.095000000000001,8.587
111,30030,8.694,3.7800000000000002,11.172,13.734,2.016,15.134,10.736,6.36,8.95325
112,30033,8.964000000000002,0.0,11.627999999999998,13.419,2.184,14.382,10.858,6.413,8.480999999999998
113,30036,9.072000000000001,3.537,10.202999999999998,12.348,1.848,13.629999999999999,9.028,6.466,8.266499999999999
114,30037,9.18,3.5910000000000006,11.571,13.985999999999999,1.8059999999999998,13.817999999999998,9.577,0.0,7.941124999999999
115,30038,9.504000000000001,3.699,11.456999999999999,13.482,2.0580000000000003,14.569999999999999,10.37,7.261,9.050125
116,30043,9.612000000000002,0.0,10.716,14.364,1.974,14.664,10.796999999999999,7.102,8.653625
117,30055,9.18,4.023000000000001,11.571,15.624,1.974,15.885999999999997,13.298,6.9959999999999996,9.818999999999999
118,30061,8.802000000000001,3.7530000000000006,11.514,13.608,1.848,13.536,10.431000000000001,6.784000000000001,8.784500000000001
119,30062,8.64,0.0,10.716,12.033000000000001,1.8059999999999998,13.065999999999999,8.845,6.042000000000001,7.6434999999999995
120,30064,9.612000000000002,4.050000000000001,12.254999999999999,13.104000000000001,1.5959999999999999,15.04,10.491999999999999,6.36,9.063625
121,30065,8.856,4.050000000000001,12.653999999999998,13.86,2.1,15.134,10.736,6.784000000000001,9.27175
122,30068,0.0,0.0,11.172,14.111999999999998,1.974,14.006,10.126000000000001,0.0,6.42375
123,30069,9.234000000000002,3.834,11.741999999999999,13.86,2.226,15.04,9.455,6.9959999999999996,9.048375
124,30071,0.0,0.0,0.0,15.372,0.0,15.04,11.041,0.0,5.181625
125,30073,0.0,0.0,0.0,14.238000000000001,2.016,14.193999999999999,10.004,0.0,5.0565
126,30074,0.0,0.0,0.0,0.0,0.0,14.758,0.0,0.0,1.84475
127,30078,0.0,0.0,0.0,0.0,0.0,14.193999999999999,10.004,0.0,3.02475
128,30083,8.694,0.0,10.943999999999999,14.049000000000001,1.89,15.227999999999998,11.528999999999998,0.0,7.791749999999999
129,30084,0.0,0.0,0.0,13.796999999999999,0.0,15.04,11.468,0.0,5.038124999999999
130,30085,8.64,3.7530000000000006,10.602,12.725999999999999,2.016,14.1,10.491999999999999,6.678,8.625875
131,30087,8.64,3.807,10.487999999999998,14.049000000000001,1.8059999999999998,14.1,9.577,5.724000000000001,8.523875
132,30088,9.395999999999999,0.0,9.917999999999997,13.796999999999999,2.1,13.442,10.491999999999999,6.413,8.194749999999999
133,30089,8.64,4.077,11.399999999999999,12.789,2.142,13.911999999999999,10.309,6.042000000000001,8.663874999999999
134,30092,8.748,3.699,11.856,15.056999999999999,1.89,14.664,10.674999999999999,6.625,9.15175
135,30093,8.532000000000002,0.0,11.057999999999998,12.663,2.31,13.442,10.309,5.777,8.011375
136,30094,8.91,3.942,11.229,13.293000000000001,1.89,14.475999999999999,9.394,6.2540000000000004,8.6735
137,30101,9.558,0.0,11.229,15.372,2.184,15.51,10.858,6.572000000000001,8.910375
138,30103,7.938,3.699,10.032,11.529,1.512,13.16,9.15,5.83,7.85625
139,30105,7.938,3.5100000000000002,10.716,11.591999999999999,0.0,13.254,10.248,0.0,7.1572499999999994
140,30107,0.0,0.0,0.0,0.0,1.8059999999999998,13.723999999999998,0.0,0.0,1.9412499999999997
141,30108,0.0,0.0,0.0,0.0,2.2680000000000002,14.475999999999999,0.0,0.0,2.093
142,30110,10.206,4.266000000000001,11.514,13.545,0.0,14.193999999999999,10.431000000000001,7.42,8.947
143,30111,9.450000000000001,0.0,11.514,12.978000000000002,0.0,14.946,9.699,6.9430000000000005,8.19125
144,30112,0.0,0.0,0.0,0.0,2.604,15.792,0.0,0.0,2.2995
145,30113,0.0,0.0,0.0,0.0,0.0,14.664,10.187,0.0,3.106375
146,30114,9.072000000000001,0.0,11.342999999999998,13.23,1.554,14.475999999999999,10.004,6.519000000000001,8.27475
147,30115,8.91,3.807,10.716,13.041,2.142,14.193999999999999,10.065,6.9959999999999996,8.733875
148,30117,8.64,0.0,11.114999999999998,14.616,1.974,14.475999999999999,11.101999999999999,6.731,8.581749999999998
149,30118,9.288,0.0,11.001,13.419,1.764,13.536,11.223999999999998,6.307,8.317375
150,30119,8.91,0.0,11.571,13.985999999999999,2.016,14.852,11.101999999999999,6.519000000000001,8.619499999999999
151,30120,0.0,0.0,0.0,0.0,0.0,15.51,10.491999999999999,0.0,3.25025
152,30121,8.91,4.1850000000000005,11.627999999999998,15.056999999999999,2.142,14.664,10.613999999999999,6.2540000000000004,9.181750000000001
153,30122,0.0,0.0,11.684999999999999,14.805,2.142,15.51,9.699,6.572000000000001,7.551625
154,30123,8.748,0.0,11.286,13.23,1.638,13.629999999999999,9.699,6.625,8.107
155,30130,0.0,0.0,10.658999999999999,13.104000000000001,2.0580000000000003,13.911999999999999,9.821000000000002,0.0,6.19425
156,30131,0.0,0.0,0.0,0.0,1.764,15.04,0.0,0.0,2.1005
157,30132,0.0,0.0,11.342999999999998,0.0,0.0,14.758,10.796999999999999,0.0,4.6122499999999995
158,30134,0.0,0.0,11.286,0.0,0.0,14.664,10.674999999999999,0.0,4.578125
159,31300,0.0,0.0,10.658999999999999,0.0,0.0,14.946,10.187,0.0,4.473999999999999
160,31301,0.0,0.0,11.342999999999998,0.0,0.0,15.415999999999999,10.613999999999999,0.0,4.671625
161,31302,0.0,0.0,11.456999999999999,0.0,0.0,14.382,10.004,0.0,4.4803749999999996
162,31304,0.0,0.0,0.0,0.0,0.0,14.287999999999998,10.187,0.0,3.0593749999999997
163,31305,0.0,0.0,0.0,0.0,0.0,14.664,10.248,0.0,3.114
164,31309,0.0,0.0,0.0,0.0,0.0,14.664,10.491999999999999,0.0,3.1445
165,31311,0.0,0.0,0.0,13.23,0.0,14.569999999999999,10.004,0.0,4.725499999999999
166,31312,0.0,0.0,11.627999999999998,0.0,0.0,14.193999999999999,10.065,0.0,4.485874999999999
167,31314,0.0,0.0,10.716,13.356,2.0580000000000003,14.569999999999999,9.699,0.0,6.299874999999999
168,31315,0.0,0.0,0.0,0.0,0.0,14.382,10.065,0.0,3.055875
169,31317,8.856,0.0,11.684999999999999,12.978000000000002,0.0,14.569999999999999,10.736,0.0,7.353125
170,40001,0.0,0.0,11.172,15.056999999999999,2.016,15.04,10.248,6.784000000000001,7.539624999999999
171,40002,0.0,0.0,11.172,15.624,1.848,14.382,9.272,6.466,7.3454999999999995
172,40004,9.072000000000001,3.7800000000000002,11.856,13.545,1.638,13.817999999999998,9.028,7.314000000000001,8.756375
173,40007,8.856,3.7800000000000002,11.057999999999998,15.561,1.9319999999999997,15.322,9.821000000000002,5.989000000000001,9.039875
174,40010,9.072000000000001,3.4560000000000004,11.571,13.419,2.1,13.723999999999998,10.553,7.102,8.874625
175,40011,0.0,0.0,12.027,16.506,0.0,15.227999999999998,12.443999999999999,6.519000000000001,7.8405
176,40014,9.342,0.0,11.057999999999998,13.482,1.974,14.758,11.223999999999998,6.837000000000001,8.584374999999998
177,40015,0.0,0.0,11.114999999999998,13.86,0.0,14.664,10.491999999999999,5.989000000000001,7.014999999999999
178,40016,9.936,0.0,12.083999999999998,14.175,1.848,16.074,12.383000000000001,7.473,9.246624999999998
179,40017,8.802000000000001,0.0,10.545,13.419,1.638,14.1,10.248,7.102,8.23175
180,40018,0.0,0.0,11.627999999999998,13.734,0.0,14.1,10.004,0.0,6.183249999999999
181,40019,0.0,0.0,11.399999999999999,15.309000000000001,0.0,14.758,11.346,6.890000000000001,7.462875
182,40020,10.152000000000001,4.212,13.223999999999998,15.876,1.974,16.355999999999998,11.895,6.731,10.052499999999998
183,40022,10.638,4.1850000000000005,12.426,13.293000000000001,1.848,15.227999999999998,10.248,6.2540000000000004,9.265
184,40026,8.856,4.158,11.684999999999999,14.238000000000001,1.848,15.04,10.309,6.837000000000001,9.121375
185,40027,9.395999999999999,3.699,10.829999999999998,12.348,1.89,14.006,11.285,6.201,8.706874999999998
186,40029,8.424,3.8880000000000003,12.710999999999999,13.796999999999999,2.1,14.006,10.248,6.095000000000001,8.908624999999999
187,40036,9.342,4.374,12.482999999999999,16.443,2.0580000000000003,16.732,11.773,7.791,10.1245
188,40039,9.395999999999999,0.0,12.254999999999999,14.994,2.184,16.45,11.773,7.261,9.289124999999999
189,40041,9.504000000000001,0.0,11.286,14.364,1.8059999999999998,14.382,11.101999999999999,6.678,8.640249999999998
190,40047,0.0,0.0,11.627999999999998,14.049000000000001,0.0,14.569999999999999,10.491999999999999,0.0,6.342375
191,40050,0.0,0.0,11.001,13.796999999999999,1.848,13.723999999999998,9.821000000000002,6.2540000000000004,7.055625
192,40051,0.0,0.0,11.399999999999999,14.931,0.0,15.134,10.796999999999999,6.519000000000001,7.347624999999999
193,40055,9.99,4.428,12.197999999999999,13.796999999999999,1.974,15.227999999999998,9.15,6.572000000000001,9.167125
194,40062,9.828,4.5360000000000005,10.887,14.301,1.974,15.415999999999999,9.089,6.519000000000001,9.06875
195,40067,0.0,0.0,11.856,13.482,0.0,15.134,11.346,6.837000000000001,7.331875
196,40069,0.0,0.0,11.684999999999999,15.246,0.0,15.604000000000001,11.956000000000001,0.0,6.811375
197,40071,8.856,4.104,12.882,13.608,2.142,15.792,11.285,6.9430000000000005,9.451500000000001
198,40072,0.0,0.0,12.027,13.796999999999999,0.0,13.911999999999999,9.821000000000002,6.625,7.02275
199,40074,0.0,0.0,12.197999999999999,14.679,0.0,14.475999999999999,9.516,0.0,6.358624999999999
200,40076,0.0,0.0,13.565999999999999,15.056999999999999,0.0,16.544,12.139,6.466,7.9715
201,40078,9.666,3.915,11.514,15.435,2.226,15.604000000000001,11.956000000000001,6.731,9.630875
202,40084,9.234000000000002,0.0,11.684999999999999,15.372,2.226,15.51,10.674999999999999,7.261,8.995375
203,40085,0.0,0.0,11.856,15.876,0.0,16.074,11.407,7.791,7.875499999999999
204,40088,9.018,3.834,11.114999999999998,12.978000000000002,2.1,13.911999999999999,10.431000000000001,6.466,8.73175
205,40114,8.64,3.672,11.627999999999998,15.498000000000001,2.142,15.415999999999999,10.858,7.42,9.40925
206,40118,8.91,3.8880000000000003,10.943999999999999,14.364,1.974,15.604000000000001,10.674999999999999,7.579000000000001,9.242249999999999
207,40119,10.422,0.0,11.057999999999998,15.687,2.604,15.227999999999998,10.126000000000001,6.9430000000000005,9.0085
208,40134,9.018,3.915,10.887,13.796999999999999,0.0,15.04,10.98,6.042000000000001,8.709875
209,40137,0.0,0.0,11.741999999999999,14.741999999999999,0.0,14.946,11.346,6.9959999999999996,7.4715
210,40147,0.0,0.0,0.0,0.0,1.386,11.655999999999999,0.0,0.0,1.6302499999999998
211,40152,0.0,0.0,0.0,0.0,2.31,16.45,0.0,0.0,2.3449999999999998
212,40153,0.0,0.0,11.001,14.111999999999998,0.0,15.227999999999998,10.918999999999999,0.0,6.407499999999999
213,41300,0.0,0.0,0.0,0.0,0.0,14.569999999999999,0.0,0.0,1.8212499999999998
214,41302,0.0,0.0,11.741999999999999,0.0,0.0,14.852,11.59,0.0,4.773
215,41303,0.0,0.0,11.456999999999999,14.364,0.0,14.569999999999999,10.248,0.0,6.3298749999999995
216,41304,0.0,0.0,0.0,0.0,0.0,14.287999999999998,10.065,0.0,3.0441249999999997
217,41305,0.0,0.0,0.0,14.175,0.0,14.1,10.431000000000001,0.0,4.83825
218,41306,0.0,0.0,12.426,15.624,0.0,16.262,10.309,0.0,6.827624999999999
219,41307,0.0,0.0,12.767999999999999,13.419,0.0,14.946,10.065,6.784000000000001,7.247749999999999
220,41308,0.0,0.0,11.001,14.364,0.0,14.287999999999998,9.943,0.0,6.1995
221,41309,0.0,0.0,12.482999999999999,14.679,0.0,14.758,10.431000000000001,0.0,6.543875
222,41310,0.0,0.0,10.716,13.796999999999999,1.7219999999999998,14.946,9.516,6.36,7.132124999999999
223,41311,0.0,0.0,10.943999999999999,13.041,0.0,14.287999999999998,9.516,0.0,5.973624999999999
224,41312,0.0,0.0,11.856,13.86,1.89,14.852,9.638,6.837000000000001,7.366625
225,41313,0.0,0.0,11.229,14.049000000000001,1.974,14.193999999999999,9.882,0.0,6.4159999999999995
226,41314,0.0,0.0,11.514,14.364,0.0,15.792,10.613999999999999,0.0,6.5355
227,41316,0.0,0.0,11.286,14.301,0.0,14.946,11.285,0.0,6.47725
228,41317,0.0,0.0,11.912999999999998,13.923000000000002,0.0,14.664,10.796999999999999,0.0,6.412125
229,41318,0.0,0.0,0.0,0.0,0.0,15.134,11.163,0.0,3.287125
230,41319,0.0,0.0,11.856,14.741999999999999,0.0,14.852,11.163,0.0,6.576625
231,41320,0.0,0.0,0.0,0.0,0.0,14.287999999999998,10.674999999999999,0.0,3.1203749999999997
232,41321,0.0,0.0,11.229,14.049000000000001,0.0,14.287999999999998,10.736,6.678,7.122499999999999
233,41322,0.0,0.0,11.912999999999998,14.741999999999999,0.0,15.322,11.651,6.9430000000000005,7.571375
234,41323,0.0,0.0,11.856,13.734,0.0,14.946,10.126000000000001,6.2540000000000004,7.1145000000000005
235,41324,0.0,0.0,12.083999999999998,13.104000000000001,0.0,14.475999999999999,10.309,0.0,6.246625
236,41326,0.0,0.0,11.286,13.86,0.0,14.006,10.309,6.731,7.024
237,41327,0.0,0.0,11.856,13.796999999999999,0.0,14.1,10.431000000000001,0.0,6.273
238,41328,0.0,0.0,11.286,13.985999999999999,0.0,15.415999999999999,9.699,7.102,7.186124999999999
239,41329,0.0,0.0,0.0,13.545,0.0,14.664,10.004,0.0,4.776625
240,41330,0.0,0.0,12.825,14.49,0.0,15.322,10.248,0.0,6.610625
241,41331,0.0,0.0,0.0,13.734,0.0,14.852,10.858,0.0,4.9305
242,50002,10.044000000000002,0.0,12.825,14.994,2.226,17.39,11.834,8.003,9.6645
243,50006,8.532000000000002,0.0,10.202999999999998,12.096,1.8059999999999998,12.972,8.784,5.671,7.508
244,50007,8.370000000000001,3.942,11.057999999999998,11.277,1.554,14.193999999999999,8.052,6.625,8.134
245,50008,0.0,0.0,0.0,13.545,0.0,13.442,9.577,6.201,5.345625
246,50009,9.612000000000002,3.8880000000000003,10.943999999999999,14.427,1.974,12.972,8.052,6.519000000000001,8.5485
247,50013,9.504000000000001,4.374,11.229,14.364,1.7219999999999998,13.723999999999998,10.431000000000001,6.678,9.00325
248,50014,8.64,0.0,11.741999999999999,14.049000000000001,1.848,14.852,10.431000000000001,6.2540000000000004,8.477
249,50017,9.342,4.158,12.882,14.049000000000001,1.89,15.04,9.76,6.095000000000001,9.152
250,50018,0.0,0.0,11.514,13.419,0.0,13.817999999999998,10.918999999999999,5.936,6.950749999999999
251,50022,9.558,3.6180000000000003,12.597,14.741999999999999,1.8059999999999998,16.074,11.59,6.784000000000001,9.596125
252,50024,9.450000000000001,0.0,10.887,14.111999999999998,0.0,14.1,10.491999999999999,6.837000000000001,8.23475
253,50025,8.478,3.672,11.571,13.985999999999999,1.764,14.382,11.163,7.473,9.061125
254,50026,8.586,4.131,11.514,12.411,1.7219999999999998,14.382,10.187,7.42,8.794125
255,50028,0.0,0.0,11.342999999999998,12.915000000000001,0.0,14.382,9.455,6.572000000000001,6.833375
256,50030,9.504000000000001,0.0,12.254999999999999,16.506,2.31,18.705999999999996,13.664,7.791,10.091999999999999
257,50036,9.072000000000001,3.915,12.083999999999998,15.372,2.0580000000000003,15.227999999999998,11.773,6.678,9.522499999999999
258,50038,9.342,0.0,11.798999999999998,13.985999999999999,0.0,14.852,10.918999999999999,6.572000000000001,8.43375
259,50039,9.288,3.915,13.850999999999999,14.175,2.016,15.322,12.078,6.625,9.65875
260,50040,0.0,0.0,0.0,14.49,0.0,15.134,11.163,0.0,5.098375000000001
261,50042,0.0,0.0,10.943999999999999,13.293000000000001,1.554,14.475999999999999,9.638,6.413,7.03975
