,Provider ID,OP_10,OP_11,OP_13,OP_14,OP_8
554,90005,2.1,0.0,0.0,3.5,33.7
555,90006,8.9,9.3,0.0,4.9,47.4
556,90008,4.0,1.5,0.0,9.0,0.0
557,90011,0.8,0.1,5.3,3.5,42.6
558,100001,35.6,16.0,2.3,2.7,31.2
559,100002,1.5,0.7,0.0,5.0,0.0
560,100006,3.3,0.4,4.5,4.2,0.0
561,100007,3.9,0.4,5.8,3.5,42.6
562,100008,1.5,0.6,8.2,2.1,0.0
563,100009,4.3,0.8,5.9,4.5,0.0
564,100012,39.8,0.1,5.5,4.7,37.1
565,100014,3.1,0.0,7.0,4.6,0.0
566,100017,0.0,0.0,6.2,5.3,0.0
567,100018,0.4,0.0,4.9,4.6,0.0
568,100019,7.9,1.7,2.9,1.3,0.0
569,100022,0.8,0.6,5.9,5.2,0.0
570,100023,11.5,7.2,8.1,2.0,0.0
571,100025,6.0,1.3,3.9,3.0,30.0
572,100026,12.4,2.3,5.7,2.1,31.1
573,100028,9.3,1.6,5.2,0.2,29.7
574,100029,4.8,1.3,0.0,2.4,0.0
575,100030,1.8,2.4,5.0,3.2,0.0
576,100032,2.8,0.0,1.6,5.7,0.0
577,100034,19.6,19.4,4.7,3.6,40.6
578,100035,3.9,0.0,4.5,3.7,0.0
579,100038,4.6,3.2,0.0,4.0,0.0
580,100039,4.0,4.0,7.5,6.3,0.0
581,100040,8.6,1.1,5.2,2.8,34.1
582,100043,8.8,0.0,0.0,5.0,0.0
583,100044,2.8,1.5,6.6,2.5,38.9
584,100045,4.9,0.0,0.0,2.4,33.8
585,100046,17.9,2.0,9.5,3.9,0.0
586,100047,4.9,1.9,0.0,6.0,0.0
587,100048,22.9,0.0,0.0,0.0,0.0
588,100049,16.0,6.3,0.0,0.0,0.0
589,100050,2.0,3.0,0.0,7.0,0.0
590,100051,5.2,0.8,5.2,3.1,0.0
591,100052,5.0,11.7,9.9,2.4,0.0
592,100053,3.2,0.0,0.0,4.9,0.0
593,100054,33.0,0.0,0.0,3.9,0.0
594,100055,7.7,2.3,0.0,0.0,0.0
595,100057,4.2,0.5,3.7,4.5,36.2
596,100062,2.0,2.1,3.6,3.1,0.0
597,100063,2.6,0.0,0.0,4.2,0.0
598,100067,9.6,1.1,5.0,2.0,50.0
599,100068,4.9,0.8,2.6,3.6,0.0
600,100069,0.5,34.8,0.0,5.5,0.0
601,100070,7.6,0.1,6.9,3.1,0.0
602,100071,10.2,3.1,0.0,6.7,0.0
603,100072,5.6,0.4,0.0,2.0,0.0
604,100073,3.4,0.0,6.5,1.9,38.8
605,100075,0.9,0.5,6.3,2.5,0.0
606,100077,5.8,5.0,0.0,0.0,0.0
607,100080,1.4,1.9,0.0,4.4,0.0
608,100081,10.2,19.7,0.0,0.0,0.0
609,100084,2.2,1.7,9.1,4.1,0.0
610,100086,4.9,2.4,0.0,6.9,0.0
611,100087,8.9,2.7,4.6,3.8,44.5
612,100088,8.4,0.8,5.6,4.4,31.1
613,100090,8.7,3.1,8.4,3.2,36.5
614,100092,50.0,8.0,2.8,2.8,0.0
615,100093,23.4,4.8,4.9,2.0,36.6
616,100099,14.2,20.9,1.6,0.0,0.0
617,100102,3.5,4.0,0.0,0.0,0.0
618,100105,9.1,5.8,6.3,3.1,0.0
619,100106,3.2,1.9,0.0,0.0,0.0
620,100107,2.2,1.1,8.1,0.0,0.0
621,100109,49.6,0.5,4.1,2.5,33.3
622,100110,1.4,0.7,3.6,5.8,0.0
623,100113,8.3,2.2,8.0,3.4,40.5
624,100117,13.3,1.1,4.4,5.0,29.6
625,100118,5.4,0.5,4.7,2.8,37.5
626,100121,4.4,0.0,0.0,0.0,0.0
627,100122,2.6,2.1,6.3,2.6,0.0
628,100124,5.7,14.3,1.9,0.0,0.0
629,100125,2.1,0.0,0.0,3.0,0.0
630,100126,7.3,0.0,0.0,4.8,0.0
631,100127,3.2,0.0,10.1,5.7,0.0
632,100128,18.8,0.6,7.5,4.1,0.0
633,100130,2.1,0.0,0.0,0.0,0.0
634,100131,1.7,0.0,0.0,4.0,0.0
635,100132,4.3,0.0,0.0,5.2,0.0
636,100134,10.1,7.9,0.0,0.0,0.0
637,100135,1.3,0.6,4.5,3.6,0.0
638,100137,2.7,2.0,0.0,2.3,0.0
639,100140,4.1,0.6,6.7,4.2,38.3
640,100142,10.4,13.3,2.7,0.5,44.4
641,100150,10.4,11.2,2.5,0.0,0.0
642,100151,1.6,5.5,9.2,1.7,0.0
643,100154,3.4,0.7,1.8,3.9,0.0
644,100156,0.2,0.9,1.5,4.8,0.0
645,100157,3.2,5.5,4.1,5.1,0.0
646,100161,5.5,1.7,4.3,6.2,0.0
647,100166,2.9,0.0,0.0,6.0,0.0
648,100167,4.6,0.9,0.0,4.6,0.0
649,100168,4.6,0.5,6.1,1.7,33.6
650,100173,8.4,7.2,4.4,4.0,0.0
651,100175,14.4,5.6,0.0,0.0,0.0
652,100176,5.1,2.3,0.0,1.5,0.0
653,100177,7.0,0.4,5.0,2.9,0.0
654,100179,4.2,1.1,0.0,4.4,44.4
655,100180,9.2,0.0,0.0,0.0,0.0
656,100181,21.0,4.8,4.4,1.4,39.5
657,100183,2.1,0.0,0.0,5.2,0.0
658,100187,5.7,0.0,0.0,0.0,0.0
659,100189,4.4,9.2,0.0,0.0,0.0
660,100191,4.5,0.0,0.0,4.6,0.0
661,100200,5.5,1.3,0.0,5.9,0.0
662,100204,0.3,0.0,5.9,2.7,0.0
663,100206,8.9,1.9,0.0,6.2,0.0
664,100209,1.0,0.7,0.0,5.3,0.0
665,100211,6.7,0.0,0.0,4.6,0.0
666,100212,1.3,0.4,3.0,5.4,0.0
667,100213,7.2,2.4,0.0,3.6,0.0
668,100217,33.9,1.4,10.3,3.8,0.0
669,100220,24.0,2.7,3.9,3.8,0.0
670,100223,14.1,1.1,3.2,4.7,0.0
671,100224,7.9,1.6,0.0,0.0,0.0
672,100226,5.7,0.1,9.6,4.4,0.0
673,100228,3.3,0.4,0.0,0.0,0.0
674,100230,3.6,5.2,0.0,4.4,0.0
675,100231,6.5,2.1,4.6,3.6,30.0
676,100232,2.1,8.4,9.8,2.8,0.0
677,100234,1.3,0.0,0.0,6.2,0.0
678,100236,5.6,2.4,0.0,4.5,0.0
679,100238,7.9,0.0,0.0,4.8,0.0
680,100242,6.8,3.8,0.0,4.2,0.0
681,100243,0.8,0.6,5.4,5.8,0.0
682,100244,33.5,0.0,5.5,3.0,48.8
683,100246,4.0,7.4,0.0,5.4,0.0
684,100248,7.6,4.7,0.0,5.2,0.0
685,100249,6.1,6.7,0.0,2.2,0.0
686,100252,7.8,1.8,0.0,4.0,0.0
687,100253,17.8,4.1,0.0,3.3,36.0
688,100254,0.5,0.0,5.0,4.8,0.0
689,100255,9.0,5.8,0.0,5.2,0.0
690,100256,1.3,1.0,0.0,5.2,0.0
691,100258,0.5,0.0,8.0,1.5,0.0
692,100259,3.1,0.4,3.4,4.9,0.0
693,100260,3.3,0.0,0.0,2.9,0.0
694,100264,28.5,0.0,0.0,7.6,0.0
695,100265,15.3,0.0,0.0,3.8,36.2
696,100266,11.9,0.0,7.2,4.8,35.2
697,100267,3.8,0.0,0.0,4.4,0.0
698,100268,4.4,0.5,0.0,0.0,0.0
699,100269,1.7,0.0,0.0,7.9,0.0
700,100275,1.3,3.1,0.0,2.8,0.0
701,100276,8.0,3.8,0.0,8.0,0.0
702,100281,4.0,2.8,0.0,1.1,0.0
703,100284,19.4,0.0,0.0,6.2,0.0
704,100285,2.6,1.9,0.0,4.1,0.0
705,100286,6.7,1.5,6.8,2.6,41.0
706,100287,8.1,0.4,5.4,1.7,43.0
707,100288,3.4,0.0,0.0,0.0,0.0
708,100289,21.2,0.3,0.0,1.0,31.6
709,100290,1.4,0.0,7.2,4.8,0.0
710,100291,11.2,5.0,8.8,4.3,0.0
711,100292,5.2,5.0,5.3,2.3,35.4
712,100296,1.1,0.0,0.0,4.5,0.0
713,100299,4.2,4.2,7.1,4.8,0.0
714,100302,2.4,0.7,0.0,4.7,0.0
715,100307,3.5,0.6,4.2,4.4,0.0
716,100313,6.5,0.0,0.0,0.0,0.0
717,100314,1.5,0.0,0.0,0.0,0.0
718,100315,3.1,2.0,6.2,4.0,0.0
719,100316,9.5,4.3,2.1,2.0,0.0
720,100319,7.9,9.3,0.0,4.4,0.0
721,100320,5.4,2.9,0.0,4.4,0.0
722,100321,10.4,0.0,6.1,0.0,30.0
723,100322,2.1,0.0,0.0,0.0,0.0
724,101300,40.6,3.0,0.0,0.0,0.0
725,101301,2.5,1.1,0.0,2.3,0.0
726,101305,4.2,0.0,0.0,0.0,0.0
727,101309,8.7,7.7,0.0,0.0,0.0
728,101312,5.6,1.8,0.0,0.0,0.0
729,101313,3.6,0.3,7.2,0.0,0.0
730,110001,6.2,4.5,6.1,0.2,38.6
731,110002,7.2,7.5,2.7,1.8,36.7
732,110003,4.2,1.3,6.3,4.2,35.4
733,110004,11.0,4.8,6.3,0.0,0.0
734,110005,6.3,0.1,7.8,2.7,41.0
735,110006,4.4,0.4,4.8,1.1,38.5
736,110007,3.6,1.0,6.7,2.1,38.3
737,110008,9.0,1.3,6.7,2.3,0.0
738,110010,9.2,0.0,5.4,2.2,39.3
739,110011,6.7,3.0,4.2,1.6,37.5
740,110015,5.8,0.7,2.9,0.0,0.0
741,110016,14.8,18.8,5.1,1.5,0.0
742,110018,11.8,7.0,0.0,1.5,46.5
743,110023,12.8,5.9,5.4,2.0,42.4
744,110024,42.0,0.7,3.3,1.9,40.5
745,110025,9.4,4.0,0.9,3.2,48.2
746,110026,27.1,0.0,0.0,0.0,0.0
747,110027,17.8,6.9,6.6,1.5,0.0
748,110028,2.5,0.5,4.8,1.3,45.1
749,110029,3.0,0.6,5.3,2.5,39.2
750,110030,3.3,0.7,3.5,4.0,0.0
751,110031,7.5,2.8,5.3,1.2,0.0
752,110032,4.0,8.3,2.2,0.0,0.0
753,110034,10.2,0.0,6.3,0.7,32.3
754,110035,5.9,0.4,4.9,2.8,38.4
755,110036,31.1,16.4,5.5,3.1,39.3
756,110038,39.5,37.8,4.0,3.1,29.1
757,110039,5.9,5.6,0.0,0.0,0.0
758,110040,6.1,2.3,0.0,0.0,0.0
759,110041,5.4,4.0,1.7,4.0,0.0
760,110042,6.0,0.2,5.7,2.8,31.3
761,110043,19.3,0.3,0.0,3.0,45.7
762,110044,1.8,0.3,0.0,4.8,0.0
763,110045,1.9,0.5,0.0,0.0,0.0
764,110046,6.1,1.9,0.0,0.0,0.0
765,110050,5.7,4.3,0.0,0.0,0.0
766,110051,7.5,6.1,8.4,1.9,45.3
767,110054,0.4,0.0,5.9,2.7,27.7
768,110064,7.7,2.9,0.0,3.5,47.0
769,110069,16.5,10.5,0.0,2.7,40.4
770,110071,16.7,9.3,0.0,0.0,0.0
771,110073,25.0,37.8,2.7,0.0,0.0
772,110074,5.9,0.1,5.9,1.0,40.4
773,110075,33.2,26.0,2.2,2.7,31.7
774,110076,4.0,0.0,4.2,4.0,36.4
775,110078,8.4,0.0,5.5,3.3,32.2
776,110079,6.7,2.6,1.8,6.5,0.0
777,110082,7.3,0.1,5.5,3.0,0.0
778,110083,8.1,0.6,5.1,2.4,52.9
779,110086,19.7,19.6,0.0,0.0,0.0
780,110087,7.0,0.1,5.5,1.9,37.5
781,110089,16.6,11.3,7.3,0.0,24.6
782,110091,7.5,0.6,3.9,2.7,0.0
783,110092,16.7,11.2,0.0,0.0,0.0
784,110095,3.1,0.2,6.2,4.4,49.4
785,110100,3.3,0.0,0.0,0.0,0.0
786,110101,16.5,0.0,0.0,7.7,0.0
787,110104,7.1,0.7,1.4,0.0,48.3
788,110105,4.2,0.0,5.5,1.5,38.3
789,110107,7.6,0.6,1.2,1.8,0.0
790,110109,14.4,20.5,0.0,0.0,0.0
791,110111,7.5,0.0,0.0,0.0,0.0
792,110113,6.7,0.0,0.0,5.8,0.0
793,110115,1.9,0.7,4.3,2.6,44.4
794,110121,9.7,2.7,0.0,0.0,0.0
795,110122,9.0,0.3,5.2,4.4,0.0
796,110124,16.4,14.6,8.6,0.0,0.0
797,110125,2.0,0.7,4.0,4.5,0.0
798,110128,14.7,3.7,4.1,3.0,39.6
799,110129,6.7,1.2,3.7,1.9,38.8
800,110130,0.0,0.0,0.0,0.0,0.0
801,110132,17.4,13.8,0.0,0.0,0.0
802,110135,6.4,0.6,6.1,0.8,45.7
803,110142,22.0,1.5,0.0,0.0,0.0
804,110143,8.0,0.6,4.0,2.8,0.0
805,110146,11.1,13.2,0.0,0.0,30.8
806,110150,9.4,14.8,4.8,1.2,0.0
807,110153,13.6,18.3,0.0,0.0,0.0
808,110161,8.4,0.5,6.0,2.5,33.5
809,110164,2.6,1.1,0.0,2.6,0.0
810,110165,4.9,3.4,7.4,0.9,0.0
811,110168,3.8,2.3,2.3,2.0,0.0
812,110177,2.9,0.0,5.3,3.8,0.0
813,110184,8.2,0.8,6.0,1.9,34.6
814,110187,6.6,0.0,0.0,6.7,0.0
815,110189,8.1,2.3,5.6,0.0,0.0
816,110191,5.2,0.6,6.8,2.4,0.0
817,110192,7.8,3.2,7.4,2.2,0.0
818,110194,19.7,0.0,0.0,0.0,0.0
819,110198,2.4,0.0,9.7,2.6,0.0
820,110201,1.4,0.0,0.0,6.7,0.0
821,110205,17.6,12.3,0.0,0.0,0.0
822,110215,4.3,0.9,4.7,1.8,43.3
823,110225,7.4,0.6,4.9,2.6,34.7
824,110226,3.0,0.0,1.3,4.3,48.7
825,110229,6.0,0.2,6.8,3.0,0.0
826,110230,2.3,0.0,3.4,0.0,0.0
827,110233,0.6,0.4,0.0,0.0,0.0
828,110234,9.6,0.0,0.0,0.0,0.0
829,111300,3.3,0.0,0.0,0.0,0.0
830,111302,2.2,0.0,0.0,1.2,0.0
831,111303,1.9,0.0,0.0,0.0,0.0
832,111304,3.0,2.1,0.0,0.0,0.0
833,111305,3.9,1.6,0.0,0.0,0.0
834,111306,21.0,11.1,0.0,0.0,0.0
835,111308,33.3,0.0,0.0,0.0,0.0
836,111310,0.0,0.0,0.0,0.0,0.0
837,111313,14.5,3.9,0.0,0.0,0.0
838,111318,1.4,1.1,0.0,0.0,0.0
839,111320,3.6,5.7,0.0,0.0,0.0
840,111324,6.6,1.3,0.0,0.0,0.0
841,111325,13.7,0.0,0.0,0.0,0.0
842,111327,5.6,5.9,0.0,0.0,0.0
843,111329,7.3,1.6,0.0,0.0,0.0
844,111330,0.7,0.0,0.0,0.0,0.0
845,111333,12.6,9.3,0.0,1.1,0.0
846,111335,6.3,2.2,0.0,0.0,0.0
847,120001,4.1,0.2,4.6,3.5,45.2
848,120002,1.4,0.0,6.7,0.0,0.0
849,120004,3.9,2.5,0.0,0.0,0.0
850,120005,34.8,3.9,5.5,1.5,0.0
851,120006,0.3,0.6,5.6,0.0,0.0
852,120007,11.3,0.2,2.6,1.3,0.0
853,120014,3.0,0.4,4.6,0.0,0.0
854,120019,33.9,0.0,0.0,0.0,0.0
855,120022,5.2,0.4,2.7,2.0,36.7
856,120026,7.8,1.1,5.6,1.4,53.7
857,120028,11.2,3.2,2.4,0.0,0.0
858,121300,0.0,0.0,0.0,0.0,0.0
859,130002,9.4,0.1,5.3,1.9,42.2
860,130003,5.0,0.2,4.8,0.0,42.2
861,130006,6.4,0.7,3.6,1.7,38.3
862,130007,2.3,0.8,4.5,1.0,0.0
863,130013,2.6,1.0,5.8,0.0,0.0
864,130014,5.9,0.0,4.7,0.0,0.0
865,130018,2.8,1.4,0.0,2.3,49.0
866,130025,3.7,3.7,1.9,0.0,0.0
867,130028,6.7,4.0,6.4,2.0,37.9
868,130049,6.7,0.5,3.8,1.9,35.4
869,130065,1.0,0.0,0.0,0.0,45.9
870,130066,1.2,0.0,0.0,0.0,43.4
871,131305,10.1,7.8,0.0,0.0,0.0
872,131313,0.0,0.0,0.0,0.0,0.0
873,131315,5.0,0.0,0.0,0.0,0.0
874,131317,7.4,0.0,0.0,0.0,0.0
875,131318,4.9,0.0,0.0,0.0,0.0
876,131326,9.2,4.3,0.0,0.0,33.9
877,131328,4.3,1.5,4.4,0.5,0.0
878,140001,6.3,0.6,1.8,0.0,0.0
879,140002,2.3,0.0,5.7,3.0,0.0
880,140007,4.0,0.7,8.4,2.2,27.3
881,140008,6.7,1.3,3.1,0.0,30.8
882,140010,6.3,2.0,5.6,2.2,38.2
883,140011,13.2,10.2,7.8,4.9,31.1
884,140012,6.7,0.8,3.6,0.0,36.7
885,140013,3.6,5.0,3.9,0.0,47.5
886,140015,1.7,0.0,2.8,3.5,33.3
887,140018,5.6,1.5,3.6,0.0,0.0
888,140019,3.4,1.8,2.9,0.0,0.0
889,140029,2.9,0.4,4.2,1.8,37.5
890,140030,8.0,0.7,7.1,2.8,32.2
891,140032,6.5,6.0,2.3,1.8,36.0
892,140034,2.8,0.4,6.2,5.2,0.0
893,140040,5.8,1.2,4.7,0.0,0.0
894,140043,2.1,0.0,3.8,2.8,35.2
895,140046,7.2,0.4,7.3,7.4,0.0
896,140048,2.7,2.7,3.6,1.3,0.0
897,140049,5.8,2.7,6.4,1.9,0.0
898,140052,6.1,0.7,11.0,0.0,0.0
899,140053,9.5,3.6,3.3,1.4,47.6
900,140054,4.2,0.3,3.8,3.6,38.7
901,140058,5.0,0.9,1.1,5.5,53.9
902,140059,24.0,10.7,0.0,0.0,0.0
903,140062,2.8,0.1,6.0,2.1,40.6
904,140063,7.4,1.3,6.5,2.7,0.0
905,140064,6.7,0.6,4.5,1.1,40.6
906,140065,4.9,10.7,5.2,1.7,43.1
907,140067,7.4,0.2,5.2,3.7,34.7
908,140068,42.0,0.0,0.0,0.0,0.0
909,140077,17.3,0.0,0.0,0.0,0.0
910,140080,8.4,2.8,3.4,2.8,41.0
911,140082,13.4,0.6,6.3,0.0,0.0
912,140083,2.1,0.0,0.0,0.0,0.0
913,140084,4.6,0.3,3.6,3.6,33.8
914,140088,5.0,0.2,7.0,1.9,30.9
915,140089,52.2,18.8,2.2,1.3,0.0
916,140091,10.8,0.6,5.4,1.2,45.5
917,140093,5.2,2.5,4.8,3.9,0.0
918,140095,3.7,0.0,0.0,0.0,0.0
919,140100,55.6,0.0,0.0,0.0,0.0
920,140101,9.6,0.5,5.1,3.4,36.8
921,140103,0.0,5.3,0.0,0.0,0.0
922,140110,6.6,1.2,3.5,0.9,36.8
923,140113,1.4,1.3,6.9,0.0,0.0
924,140114,9.6,1.4,4.4,2.9,38.2
925,140115,6.8,2.3,0.0,6.2,0.0
926,140116,9.1,3.2,5.8,3.4,34.6
927,140117,11.4,0.9,4.5,2.1,42.3
928,140118,8.2,6.6,3.0,1.1,0.0
929,140119,6.7,6.8,4.6,2.5,0.0
930,140120,7.5,0.2,5.2,0.0,51.1
931,140122,12.2,2.3,4.9,2.1,33.3
932,140124,8.8,1.0,2.0,0.0,0.0
933,140125,9.2,4.4,0.0,4.2,57.4
934,140127,21.2,13.1,3.8,2.1,42.9
935,140130,15.9,1.1,5.8,2.3,32.4
936,140133,0.6,0.6,0.0,0.0,0.0
937,140135,5.3,1.3,3.8,3.5,40.4
938,140137,5.5,1.4,0.0,0.0,0.0
939,140143,6.1,0.9,4.3,0.0,40.0
940,140145,6.7,3.1,8.1,0.0,56.5
941,140147,19.9,17.8,9.8,0.0,0.0
942,140148,3.6,3.7,4.5,4.6,36.5
943,140150,4.6,0.3,6.0,1.7,0.0
944,140155,17.2,25.6,3.7,4.9,55.6
945,140158,3.0,0.0,2.5,3.0,45.1
946,140160,2.3,0.3,4.8,3.9,48.6
947,140161,1.3,0.0,4.4,1.3,38.6
948,140162,7.6,0.5,4.0,2.1,32.7
949,140164,10.2,9.2,5.3,4.4,0.0
950,140166,11.7,5.2,3.1,2.7,41.5
951,140167,30.6,25.7,0.0,1.1,0.0
952,140172,11.5,5.9,6.9,2.6,32.0
953,140174,2.7,0.4,2.9,1.0,0.0
954,140176,7.0,3.9,5.2,2.7,33.7
955,140177,0.0,0.0,0.0,5.8,0.0
956,140179,30.5,2.0,3.5,1.8,40.0
957,140180,11.4,0.0,6.3,1.2,37.3
958,140181,23.9,0.0,0.0,0.0,0.0
959,140182,3.6,0.0,3.5,0.0,33.9
960,140184,5.6,0.0,7.8,4.6,0.0
961,140185,4.5,0.6,3.7,3.7,39.1
962,140186,3.2,0.4,5.9,1.3,38.9
963,140187,20.1,12.3,5.1,4.3,0.0
964,140189,5.2,0.0,5.0,3.4,48.0
965,140191,5.7,0.3,4.4,3.8,40.6
966,140197,0.0,0.0,0.0,0.0,0.0
967,140200,5.8,0.3,5.4,1.4,37.8
968,140202,2.0,1.4,6.3,2.5,35.6
969,140206,5.6,3.0,0.0,0.0,0.0
970,140208,4.5,1.4,5.2,1.7,34.8
971,140209,13.0,3.1,3.2,3.2,29.2
972,140210,14.3,23.7,4.1,0.0,0.0
973,140211,15.2,8.0,6.2,2.3,38.6
974,140213,6.3,1.6,4.0,2.7,41.1
975,140217,7.1,0.0,5.1,0.0,0.0
976,140223,2.8,0.8,6.1,3.2,49.7
977,140224,5.5,0.3,6.9,0.0,44.9
978,140228,3.5,0.2,3.6,1.7,41.4
979,140231,7.5,0.7,4.8,1.0,29.3
980,140233,6.8,0.9,2.9,1.9,39.8
981,140234,5.9,1.1,8.0,0.5,35.8
982,140239,11.5,1.7,3.1,1.1,36.4
983,140240,1.3,1.0,2.0,0.0,0.0
984,140242,4.0,0.3,4.5,1.9,39.1
985,140250,2.0,1.3,3.1,2.8,48.2
986,140251,9.1,0.4,3.4,0.0,43.4
987,140252,4.6,0.1,4.8,3.1,35.4
988,140258,6.3,1.8,6.4,2.8,35.5
989,140275,3.8,1.7,2.6,1.2,0.0
990,140276,9.0,0.4,4.4,1.4,32.6
991,140280,2.2,0.0,6.2,2.5,0.0
992,140281,9.3,0.0,4.5,1.6,38.2
993,140286,6.3,0.5,3.1,1.7,0.0
994,140288,2.6,0.6,5.4,2.5,36.4
995,140289,2.5,0.0,7.9,2.7,36.9
996,140290,6.5,0.3,4.9,3.5,40.8
997,140291,2.2,0.9,6.5,1.3,44.6
998,140292,6.1,0.0,0.0,1.1,0.0
999,140294,5.9,0.0,3.6,0.0,0.0
1000,140300,12.5,11.1,0.0,0.0,0.0
1001,140304,11.2,2.5,3.0,0.0,38.3
1002,141303,10.3,10.3,0.0,0.0,0.0
1003,141305,16.3,16.7,0.0,0.6,0.0
1004,141309,25.8,16.9,0.0,0.0,0.0
1005,141310,4.4,0.9,4.0,0.7,0.0
1006,141311,3.7,0.0,2.7,0.0,0.0
1007,141313,18.1,8.4,0.0,0.0,0.0
1008,141315,5.2,1.6,0.0,1.2,0.0
1009,141316,16.4,0.0,0.0,1.1,0.0
1010,141317,6.0,0.7,6.2,0.5,0.0
1011,141318,3.7,1.4,0.0,0.0,0.0
1012,141319,3.1,1.3,1.7,0.0,0.0
1013,141320,29.5,11.4,1.9,0.0,0.0
1014,141321,18.0,16.5,0.0,0.0,0.0
1015,141322,12.5,0.3,0.0,0.0,0.0
1016,141323,10.1,3.8,5.1,0.0,0.0
1017,141324,13.7,31.5,0.0,0.0,0.0
1018,141327,21.6,14.6,0.0,0.0,0.0
1019,141328,17.0,33.3,0.0,0.0,0.0
1020,141329,0.0,0.0,0.0,0.0,0.0
1021,141330,1.0,0.0,0.0,0.0,0.0
1022,141334,18.1,17.3,0.0,0.0,0.0
1023,141335,1.1,0.0,5.1,0.0,0.0
1024,141336,12.9,8.5,8.9,4.4,0.0
1025,141337,9.3,1.6,0.0,0.0,0.0
1026,141338,0.5,0.0,3.6,0.0,0.0
1027,141339,5.9,1.9,3.5,3.8,0.0
1028,141340,5.6,4.5,0.0,0.0,0.0
1029,141341,4.2,7.3,0.0,0.0,0.0
1030,141342,4.7,0.0,0.0,0.0,0.0
1031,141345,56.7,5.6,0.0,0.0,0.0
1032,141347,9.8,0.8,0.0,0.0,0.0
1033,141348,5.4,0.0,0.0,0.0,0.0
1034,141350,13.5,2.1,5.0,0.0,27.3
1035,141351,4.2,1.4,0.0,0.0,0.0
1036,150001,11.0,3.3,3.2,0.0,0.0
1037,150002,14.5,12.2,4.7,4.2,33.8
1038,150004,7.7,4.5,4.2,3.9,41.0
1039,150005,14.3,8.6,6.4,1.9,35.2
1040,150006,5.6,2.3,6.9,2.6,32.7
1041,150007,7.5,3.1,4.3,0.0,40.7
1042,150008,2.3,0.0,4.1,3.9,34.2
1043,150009,4.1,0.0,5.2,3.4,38.8
1044,150010,5.6,0.6,5.1,1.7,39.1
1045,150011,6.0,2.1,0.0,2.8,34.3
1046,150012,2.8,0.0,5.4,3.6,0.0
1047,150015,11.0,10.3,5.4,4.3,36.8
1048,150017,3.5,0.0,5.1,3.7,37.3
1049,150018,2.1,0.1,6.0,2.4,42.9
1050,150021,7.2,1.1,3.7,3.2,40.0
1051,150022,4.3,1.9,6.0,0.0,0.0
1052,150023,20.2,14.3,0.0,3.1,41.5
1053,150024,3.7,1.6,3.6,3.0,48.3
1054,150026,11.2,0.3,5.2,2.1,35.0
1055,150030,7.9,6.0,4.4,1.6,56.0
1056,150034,5.9,0.5,4.8,2.4,35.8
1057,150035,6.9,3.4,3.5,2.4,33.9
1058,150037,8.4,4.9,5.0,0.0,42.3
1059,150042,20.6,21.2,4.9,3.0,39.1
1060,150044,12.8,6.0,6.1,2.0,40.7
1061,150045,2.0,0.9,1.9,0.0,39.0
1062,150046,4.0,0.3,4.5,0.0,0.0
1063,150047,2.6,3.2,4.1,0.0,0.0
1064,150048,7.7,0.3,5.6,1.6,48.9
1065,150051,2.4,0.9,5.0,1.9,34.5
1066,150056,4.9,0.1,5.0,3.1,39.4
1067,150057,7.3,2.7,4.3,0.6,36.3
1068,150058,4.6,0.0,5.6,1.1,0.0
1069,150059,5.3,0.5,7.8,2.0,46.4
1070,150061,3.5,5.7,4.9,0.0,0.0
1071,150064,3.7,0.0,7.1,0.0,0.0
1072,150065,2.2,0.0,5.0,0.0,39.2
1073,150069,4.4,0.4,4.3,0.0,47.1
1074,150072,2.9,0.4,5.6,0.0,0.0
1075,150074,9.8,7.7,5.0,2.5,27.8
1076,150075,5.3,0.9,0.0,4.9,0.0
1077,150076,2.9,0.3,3.2,1.0,0.0
1078,150082,5.8,0.3,7.7,6.3,47.9
1079,150084,7.0,0.3,4.6,4.5,44.8
1080,150086,21.6,8.0,4.3,0.9,48.5
1081,150088,3.1,0.1,4.4,2.5,45.9
1082,150089,6.0,1.0,6.1,3.5,32.9
1083,150090,11.1,7.0,3.9,0.0,0.0
1084,150091,7.2,0.0,0.0,0.0,0.0
1085,150097,8.1,4.9,4.4,2.3,37.3
1086,150100,3.1,0.9,5.7,2.3,39.7
1087,150101,10.6,4.1,0.0,0.0,0.0
1088,150102,2.0,1.3,0.0,0.0,31.5
1089,150104,9.5,2.8,2.5,0.0,46.7
1090,150109,3.6,2.1,4.9,1.4,0.0
1091,150112,7.0,0.0,3.3,2.6,36.6
1092,150113,3.0,2.7,3.7,1.8,37.1
1093,150115,5.5,0.6,5.2,1.3,35.4
1094,150125,6.3,0.4,6.6,2.2,43.0
1095,150126,5.2,2.7,3.5,3.0,44.7
1096,150128,1.9,1.8,5.1,2.7,32.7
1097,150133,3.5,3.7,4.1,0.0,21.1
1098,150146,5.5,1.3,0.0,0.0,43.4
1099,150149,0.0,0.0,0.0,0.0,0.0
1100,150150,3.6,0.6,0.0,0.0,41.3
1101,150153,0.0,0.0,4.6,0.0,0.0
1102,150157,4.2,0.0,0.0,7.3,39.4
1103,150158,3.4,0.1,4.9,2.9,45.4
1104,150160,0.0,0.0,0.0,0.0,37.9
1105,150161,2.4,0.2,3.3,0.0,48.5
1106,150162,5.6,1.0,5.7,1.2,34.4
1107,150165,8.5,0.1,3.6,0.0,41.0
