,Provider ID,OP_10,OP_11,OP_13,OP_14,OP_8,Efficiency_score
71,10146,19.458,0.0,-0.0,-0.19,0.0,3.8535999999999992
72,10148,3.243,1.232,-0.0,-0.122,3.176,1.5058000000000002
73,10149,4.002,0.048,-0.0,-0.084,3.44,1.4812
74,10150,4.209,0.544,-0.035,-0.0,0.0,0.9436
75,10157,16.836,0.8320000000000001,-0.0,-0.0,3.2560000000000002,4.1848
76,10158,11.867999999999999,3.152,-0.0,-0.0,3.824,3.7687999999999997
77,10164,1.518,0.28800000000000003,-0.069,-0.076,3.6639999999999997,1.065
78,10168,1.518,0.0,-0.0,-0.0,0.0,0.3036
79,10169,14.420999999999998,0.0,-0.09699999999999999,-0.0,0.0,2.8648
80,11300,2.553,0.64,-0.0,-0.0,0.0,0.6386000000000001
81,11302,6.347999999999999,0.0,-0.0,-0.0,0.0,1.2695999999999998
82,11304,3.795,0.272,-0.0,-0.0,0.0,0.8134
83,11305,5.382,0.96,-0.0,-0.0,0.0,1.2684
84,20001,3.381,0.11199999999999999,-0.019,-0.03,4.0,1.4888
85,20006,4.761,0.192,-0.0,-0.036000000000000004,0.0,0.9834000000000002
86,20008,2.07,0.0,-0.0,-0.0,0.0,0.414
87,20012,2.8979999999999997,0.048,-0.054000000000000006,-0.026000000000000002,4.944,1.5619999999999998
88,20017,5.175,0.24,-0.0,-0.0,0.0,1.083
89,21306,0.0,0.0,-0.0,-0.0,0.0,0.0
90,21311,4.553999999999999,0.0,-0.0,-0.0,0.0,0.9107999999999998
91,30001,0.759,0.0,-0.0,-0.0,0.0,0.1518
92,30002,10.074,0.0,-0.013999999999999999,-0.0,0.0,2.012
93,30006,1.242,0.46399999999999997,-0.03,-0.11800000000000001,0.0,0.3116
94,30007,2.07,0.0,-0.032,-0.062000000000000006,2.52,0.8991999999999999
95,30010,3.795,0.608,-0.037000000000000005,-0.094,0.0,0.8543999999999998
96,30011,1.1729999999999998,0.41600000000000004,-0.038,-0.096,0.0,0.291
97,30012,7.244999999999999,3.008,-0.036000000000000004,-0.046,0.0,2.0342000000000002
98,30013,36.086999999999996,1.088,-0.052000000000000005,-0.057999999999999996,3.2560000000000002,8.0642
99,30014,4.553999999999999,0.272,-0.09,-0.138,3.8960000000000004,1.6987999999999999
100,30016,17.802,0.32,-0.07,-0.054000000000000006,0.0,3.5996
101,30022,3.036,0.256,-0.0,-0.0,0.0,0.6584
102,30023,0.759,0.08,-0.01,-0.08199999999999999,3.12,0.7734000000000001
103,30024,1.9319999999999997,0.0,-0.092,-0.036000000000000004,2.6639999999999997,0.8936
104,30030,1.863,0.0,-0.063,-0.0,0.0,0.36
105,30033,6.968999999999999,0.816,-0.02,-0.0,2.32,2.0170000000000003
106,30036,0.5519999999999999,0.0,-0.052000000000000005,-0.08199999999999999,0.0,0.08359999999999998
107,30037,0.9659999999999999,0.0,-0.0,-0.0,0.0,0.19319999999999998
108,30038,0.414,0.35200000000000004,-0.073,-0.048,0.0,0.129
109,30043,9.729,1.248,-0.047,-0.052000000000000005,3.7680000000000002,2.9292
110,30055,9.245999999999999,1.8719999999999999,-0.042,-0.057999999999999996,2.448,2.6932
111,30061,1.863,0.16,-0.02,-0.07400000000000001,0.0,0.38580000000000003
112,30062,8.693999999999999,2.688,-0.094,-0.08,3.832,3.008
113,30064,1.035,0.0,-0.064,-0.128,2.9360000000000004,0.7558
114,30065,1.518,0.304,-0.019,-0.09,0.0,0.3426
115,30068,2.8289999999999997,0.192,-0.022000000000000002,-0.0,0.0,0.5998
116,30069,10.488,0.768,-0.028999999999999998,-0.062000000000000006,2.9280000000000004,2.8186000000000004
117,30083,1.1039999999999999,0.0,-0.0,-0.114,0.0,0.19799999999999998
118,30085,4.83,1.168,-0.039,-0.018000000000000002,0.0,1.1882000000000001
119,30087,0.207,0.336,-0.047,-0.044000000000000004,0.0,0.09040000000000001
120,30088,2.07,0.14400000000000002,-0.05,-0.055999999999999994,0.0,0.42160000000000003
121,30089,1.1729999999999998,0.08,-0.079,-0.06,0.0,0.22279999999999997
122,30092,3.243,0.20800000000000002,-0.069,-0.10400000000000001,0.0,0.6556
123,30093,3.933,1.328,-0.07400000000000001,-0.04,3.7039999999999997,1.7702000000000002
124,30094,2.139,0.6559999999999999,-0.0,-0.0,0.0,0.5589999999999999
125,30101,9.177,1.68,-0.0,-0.098,0.0,2.1517999999999997
126,30103,4.4159999999999995,0.08,-0.08199999999999999,-0.046,3.12,1.4975999999999998
127,30110,1.035,0.22399999999999998,-0.0,-0.08800000000000001,0.0,0.23419999999999996
128,30111,1.035,0.0,-0.11800000000000001,-0.08800000000000001,0.0,0.1658
129,30114,4.484999999999999,0.672,-0.045,-0.024,0.0,1.0175999999999998
130,30115,1.242,0.28800000000000003,-0.0,-0.052000000000000005,0.0,0.2956
131,30117,14.627999999999998,2.912,-0.0,-0.042,3.2960000000000003,4.158799999999999
132,30118,11.729999999999999,1.952,-0.045,-0.032,3.2880000000000003,3.3785999999999996
133,30119,0.621,0.0,-0.059000000000000004,-0.057999999999999996,0.0,0.1008
134,30120,0.0,0.0,-0.0,-0.0,0.0,0.0
135,30121,2.8289999999999997,0.22399999999999998,-0.0,-0.11,0.0,0.5886
136,30122,1.518,0.064,-0.0,-0.106,0.0,0.2952
137,30123,0.13799999999999998,0.0,-0.044000000000000004,-0.076,0.0,0.0035999999999999947
138,30130,2.001,0.128,-0.0,-0.0,0.0,0.4258
139,30132,4.553999999999999,0.0,-0.0,-0.0,0.0,0.9107999999999998
140,30134,0.345,0.0,-0.0,-0.0,0.0,0.06899999999999999
141,31300,13.592999999999998,1.04,-0.0,-0.098,4.2,3.747
142,31304,3.726,0.0,-0.0,-0.0,0.0,0.7452
143,31309,0.0,0.0,-0.0,-0.0,0.0,0.0
144,31313,8.969999999999999,0.912,-0.0,-0.0,0.0,1.9764
145,31314,7.382999999999999,2.144,-0.0,-0.026000000000000002,0.0,1.9002
146,31315,6.072,0.304,-0.034,-0.0,0.0,1.2684000000000002
147,40001,4.14,0.32,-0.0,-0.0,0.0,0.892
148,40002,4.14,0.35200000000000004,-0.0,-0.0,0.0,0.8984
149,40004,3.933,0.128,-0.023,-0.052000000000000005,0.0,0.7972
150,40007,2.2079999999999997,0.08,-0.031000000000000003,-0.052000000000000005,3.2319999999999998,1.0874000000000001
151,40010,7.037999999999999,1.568,-0.040999999999999995,-0.044000000000000004,3.096,2.3234
152,40011,0.621,0.24,-0.0,-0.0,0.0,0.1722
153,40014,9.936,0.016,-0.032,-0.036000000000000004,3.504,2.6776
154,40015,3.4499999999999997,0.512,-0.055,-0.0,3.152,1.4118000000000002
155,40016,2.07,0.08,-0.036000000000000004,-0.026000000000000002,2.8560000000000003,0.9888000000000001
156,40017,10.764,1.4240000000000002,-0.0,-0.046,3.6639999999999997,3.1612
157,40018,9.107999999999999,0.304,-0.0,-0.0,0.0,1.8823999999999999
158,40019,6.417,1.5519999999999998,-0.0,-0.096,3.304,2.2354
159,40020,29.876999999999995,0.048,-0.031000000000000003,-0.08800000000000001,2.8960000000000004,6.5404
160,40022,8.211,0.96,-0.071,-0.07,4.112,2.6284
161,40026,6.209999999999999,0.5760000000000001,-0.033,-0.06,3.88,2.1146000000000003
162,40027,9.039,0.35200000000000004,-0.037000000000000005,-0.06,3.208,2.5004
163,40029,6.692999999999999,0.064,-0.0,-0.057999999999999996,3.672,2.0742
164,40036,1.518,0.0,-0.048,-0.046,3.312,0.9471999999999999
165,40039,27.255,0.048,-0.0,-0.0,2.832,6.026999999999999
166,40041,3.1049999999999995,0.11199999999999999,-0.039,-0.04,4.256,1.4788000000000001
167,40047,6.8999999999999995,0.24,-0.0,-0.0,0.0,1.428
168,40050,5.795999999999999,0.0,-0.0,-0.122,4.208,1.9764
169,40051,28.703999999999997,5.6160000000000005,-0.0,-0.0,3.4480000000000004,7.5536
170,40055,9.936,1.84,-0.039,-0.076,4.6000000000000005,3.2521999999999998
171,40062,37.88099999999999,0.128,-0.047,-0.09,2.992,8.172799999999999
172,40067,10.418999999999999,0.14400000000000002,-0.0,-0.0,4.112,2.9349999999999996
173,40069,12.834,1.84,-0.0,-0.138,4.112,3.729599999999999
174,40071,13.454999999999998,1.248,-0.023,-0.034,4.184,3.7660000000000005
175,40072,2.07,0.24,-0.0,-0.0,4.768,1.4156
176,40074,9.797999999999998,2.2880000000000003,-0.0,-0.13,0.0,2.3911999999999995
177,40076,4.484999999999999,0.0,-0.0,-0.08800000000000001,3.8880000000000003,1.657
178,40078,5.933999999999999,2.176,-0.0,-0.0,3.384,2.2988
179,40080,2.76,1.04,-0.0,-0.0,0.0,0.76
180,40084,6.624,0.048,-0.0,-0.016,3.464,2.024
181,40085,1.518,0.43200000000000005,-0.0,-0.0,0.0,0.39
182,40088,2.691,0.0,-0.03,-0.0,2.96,1.1241999999999999
183,40114,1.7939999999999998,0.032,-0.047,-0.05,3.048,0.9554
184,40118,20.837999999999997,0.56,-0.026000000000000002,-0.044000000000000004,3.112,4.887999999999999
185,40119,11.385,1.4080000000000001,-0.042,-0.07,2.832,3.1026
186,40134,1.518,0.96,-0.049,-0.0,0.0,0.48579999999999995
187,40137,3.312,0.5760000000000001,-0.0,-0.0,3.3680000000000003,1.4512
188,40147,0.0,0.0,-0.0,-0.0,3.4960000000000004,0.6992
189,40153,2.415,0.272,-0.0,-0.0,0.0,0.5374000000000001
190,41302,0.621,0.0,-0.0,-0.0,0.0,0.1242
191,41307,8.693999999999999,3.3280000000000003,-0.0,-0.10800000000000001,0.0,2.3827999999999996
192,41308,3.4499999999999997,1.456,-0.0,-0.0,0.0,0.9812
193,41310,22.563,7.904,-0.0,-0.0,0.0,6.0934
194,41311,3.312,0.256,-0.0,-0.08800000000000001,0.0,0.696
195,41312,4.071,0.048,-0.0,-0.03,4.0,1.6178000000000001
196,41313,1.38,0.11199999999999999,-0.0,-0.013999999999999999,0.0,0.2956
197,41321,1.1039999999999999,0.0,-0.0,-0.034,3.792,0.9724
198,41323,18.078,2.752,-0.045,-0.0,0.0,4.156999999999999
199,41327,4.4159999999999995,0.272,-0.0,-0.086,4.8,1.8803999999999998
200,41328,25.874999999999996,4.8,-0.0,-0.01,0.0,6.132999999999999
201,41329,0.8969999999999999,0.272,-0.0,-0.0,0.0,0.2338
202,41331,0.0,0.0,-0.0,-0.0,0.0,0.0
203,50002,2.622,1.952,-0.0,-0.036000000000000004,0.0,0.9076000000000001
204,50006,13.248,0.08,-0.025,-0.018000000000000002,1.9440000000000002,3.0458
205,50007,3.5189999999999997,0.11199999999999999,-0.049,-0.016,2.952,1.3035999999999999
206,50008,6.692999999999999,0.064,-0.0,-0.0,0.0,1.3513999999999997
207,50009,11.799,0.256,-0.037000000000000005,-0.034,2.952,2.9871999999999996
208,50013,1.5869999999999997,0.0,-0.034,-0.0,0.0,0.31059999999999993
209,50014,4.002,0.14400000000000002,-0.04,-0.0,2.8080000000000003,1.3828
210,50017,0.8969999999999999,0.0,-0.071,-0.057999999999999996,0.0,0.15360000000000001
211,50018,9.453,0.0,-0.0,-0.0,0.0,1.8905999999999998
212,50022,4.002,1.4880000000000002,-0.051,-0.092,0.0,1.0694000000000001
213,50024,3.5189999999999997,0.0,-0.0,-0.0,0.0,0.7038
214,50025,5.52,0.0,-0.051,-0.048,2.6639999999999997,1.6169999999999998
215,50026,4.691999999999999,0.096,-0.031000000000000003,-0.066,3.16,1.5702
216,50028,4.553999999999999,0.096,-0.0,-0.0,0.0,0.9299999999999999
217,50030,11.454,0.11199999999999999,-0.05,-0.0,2.8160000000000003,2.8664
218,50036,1.035,0.096,-0.042,-0.044000000000000004,0.0,0.209
219,50038,12.972,0.032,-0.027999999999999997,-0.046,3.648,3.3156000000000008
220,50039,0.0,0.0,-0.018000000000000002,-0.05,0.0,-0.013600000000000001
221,50040,0.0,0.0,-0.0,-0.0,0.0,0.0
222,50042,5.864999999999999,0.848,-0.026000000000000002,-0.042,4.216,2.1722
223,50043,5.727,0.17600000000000002,-0.042,-0.018000000000000002,0.0,1.1686
224,50045,5.864999999999999,0.9279999999999999,-0.067,-0.032,4.0,2.1388
225,50047,6.002999999999999,0.128,-0.073,-0.036000000000000004,0.0,1.2044
226,50054,1.7249999999999999,0.0,-0.0,-0.0,0.0,0.345
227,50055,7.382999999999999,0.128,-0.039,-0.11800000000000001,0.0,1.4707999999999999
228,50056,0.69,0.8320000000000001,-0.0,-0.04,0.0,0.2964
229,50057,3.5879999999999996,0.17600000000000002,-0.015,-0.034,3.4160000000000004,1.4262000000000001
230,50058,3.1739999999999995,0.048,-0.016,-0.038,0.0,0.6335999999999999
231,50060,1.9319999999999997,0.336,-0.051,-0.034,0.0,0.4366
232,50063,3.5879999999999996,0.16,-0.0,-0.09,0.0,0.7316
233,50067,1.7249999999999999,0.0,-0.0,-0.0,0.0,0.345
234,50069,6.8309999999999995,0.048,-0.061,-0.006,0.0,1.3623999999999998
235,50077,2.3459999999999996,0.41600000000000004,-0.079,-0.08,3.432,1.207
236,50078,7.107,0.32,-0.0,-0.032,0.0,1.479
237,50082,0.5519999999999999,0.17600000000000002,-0.067,-0.06,0.0,0.1202
238,50084,2.553,0.256,-0.0,-0.052000000000000005,0.0,0.5514
239,50089,4.3469999999999995,0.0,-0.0,-0.0,0.0,0.8694
240,50090,4.002,0.08,-0.036000000000000004,-0.0,4.0,1.6092
241,50091,0.0,0.0,-0.0,-0.0,0.0,0.0
242,50093,2.001,0.032,-0.02,-0.03,0.0,0.39659999999999995
243,50099,12.834,0.0,-0.044000000000000004,-0.04,0.0,2.55
244,50100,0.828,0.032,-0.034,-0.1,0.0,0.1452
245,50101,3.243,0.11199999999999999,-0.035,-0.0,0.0,0.6639999999999999
246,50102,10.074,2.496,-0.0,-0.0,0.0,2.5140000000000002
247,50103,8.348999999999998,0.0,-0.0,-0.018000000000000002,0.0,1.6661999999999995
248,50104,10.971,0.14400000000000002,-0.0,-0.044000000000000004,0.0,2.2142
249,50107,6.555,0.768,-0.023,-0.018000000000000002,2.6639999999999997,1.9891999999999999
250,50108,0.414,0.048,-0.04,-0.057999999999999996,0.0,0.0728
251,50110,10.35,0.20800000000000002,-0.038,-0.11,3.16,2.714
252,50112,7.866,1.536,-0.0,-0.0,2.44,2.3684
253,50113,5.106,1.1840000000000002,-0.019,-0.0,0.0,1.2542
254,50115,0.5519999999999999,0.0,-0.027999999999999997,-0.084,0.0,0.08799999999999998
255,50116,1.311,0.24,-0.10099999999999999,-0.0,0.0,0.29
256,50118,4.071,0.608,-0.0,-0.032,2.6639999999999997,1.4621999999999997
257,50121,21.044999999999998,5.4079999999999995,-0.0,-0.054000000000000006,2.336,5.746999999999999
258,50122,0.27599999999999997,0.0,-0.0,-0.0,0.0,0.05519999999999999
259,50124,6.002999999999999,0.0,-0.0,-0.0,3.2,1.8405999999999998
260,50125,0.621,0.08,-0.019,-0.064,0.0,0.12359999999999997
261,50126,4.002,1.84,-0.0,-0.10400000000000001,0.0,1.1476
262,50127,5.106,0.0,-0.0,-0.02,0.0,1.0172
263,50128,3.5879999999999996,0.0,-0.024,-0.048,0.0,0.7031999999999999
264,50129,8.625,3.424,-0.022000000000000002,-0.016,0.0,2.4021999999999997
265,50131,3.243,1.056,-0.0,-0.027999999999999997,0.0,0.8542
266,50132,3.933,0.16,-0.0,-0.032,0.0,0.8122
267,50133,1.7939999999999998,0.016,-0.061,-0.038,0.0,0.34219999999999995
268,50135,0.759,0.0,-0.0,-0.0,0.0,0.1518
269,50136,2.2079999999999997,0.14400000000000002,-0.0,-0.042,0.0,0.462
270,50145,1.656,0.0,-0.039,-0.006,2.8960000000000004,0.9014000000000001
271,50149,0.828,0.272,-0.054000000000000006,-0.0,0.0,0.2092
272,50150,6.072,0.49600000000000005,-0.040999999999999995,-0.034,2.9280000000000004,1.8841999999999999
273,50152,2.07,0.128,-0.043,-0.0,3.552,1.1414
274,50153,0.414,0.0,-0.016,-0.038,3.64,0.8
275,50158,0.0,0.0,-0.0,-0.12400000000000001,0.0,-0.024800000000000003
276,50159,12.005999999999998,0.0,-0.063,-0.036000000000000004,0.0,2.3813999999999997
277,50167,2.553,0.0,-0.0,-0.0,0.0,0.5105999999999999
278,50168,22.631999999999998,0.304,-0.063,-0.024,2.512,5.0722
279,50169,13.661999999999999,0.17600000000000002,-0.051,-0.034,2.6639999999999997,3.2834000000000003
280,50174,2.553,0.08,-0.009000000000000001,-0.034,2.7439999999999998,1.0668
281,50179,0.8969999999999999,0.0,-0.0,-0.066,0.0,0.1662
282,50180,1.311,0.0,-0.044000000000000004,-0.05,0.0,0.24339999999999998
283,50189,0.8969999999999999,0.0,-0.0,-0.0,0.0,0.17939999999999998
284,50191,7.313999999999999,1.712,-0.032,-0.0,0.0,1.7988
285,50192,9.245999999999999,0.0,-0.0,-0.0,0.0,1.8491999999999997
286,50194,2.2769999999999997,0.0,-0.034,-0.004,0.0,0.4478
287,50195,2.8979999999999997,0.9920000000000001,-0.069,-0.034,0.0,0.7574
288,50197,4.553999999999999,0.08,-0.0,-0.044000000000000004,3.512,1.6203999999999996
289,50204,1.518,0.22399999999999998,-0.0,-0.0,0.0,0.3484
290,50205,0.0,0.0,-0.0,-0.0,0.0,0.0
291,50211,6.486,0.0,-0.0,-0.0,0.0,1.2972
292,50222,0.13799999999999998,0.0,-0.0,-0.046,0.0,0.018399999999999996
293,50224,8.211,1.104,-0.078,-0.046,3.0,2.4382000000000006
294,50225,10.280999999999999,0.192,-0.026000000000000002,-0.04,2.984,2.6782
295,50226,9.039,0.0,-0.0,-0.024,0.0,1.8030000000000002
296,50228,6.692999999999999,0.11199999999999999,-0.0,-0.098,4.88,2.3173999999999997
297,50230,10.35,0.0,-0.0,-0.0,0.0,2.07
298,50231,4.553999999999999,0.0,-0.016,-0.018000000000000002,0.0,0.9039999999999999
299,50232,12.972,3.2,-0.0,-0.048,0.0,3.2248000000000006
300,50234,3.933,0.0,-0.0,-0.0,0.0,0.7866
301,50235,6.002999999999999,0.736,-0.021,-0.05,0.0,1.3336
302,50236,6.209999999999999,0.064,-0.0,-0.0,3.656,1.986
303,50238,0.27599999999999997,0.0,-0.025,-0.066,0.0,0.03699999999999999
304,50239,12.213,0.17600000000000002,-0.052000000000000005,-0.09,3.3200000000000003,3.1134
305,50242,1.4489999999999998,0.048,-0.052000000000000005,-0.03,0.0,0.283
306,50243,4.968,0.0,-0.022000000000000002,-0.04,0.0,0.9812
307,50245,3.243,0.064,-0.0,-0.034,0.0,0.6546000000000001
308,50248,1.9319999999999997,0.0,-0.0,-0.086,0.0,0.3691999999999999
309,50254,8.142,0.08,-0.057,-0.034,3.312,2.2885999999999997
310,50261,18.078,2.416,-0.0,-0.038,2.184,4.5280000000000005
311,50262,22.218,0.848,-0.065,-0.05,2.824,5.154999999999999
312,50272,5.313,0.0,-0.0,-0.032,0.0,1.0562
313,50276,5.5889999999999995,0.512,-0.013999999999999999,-0.0,0.0,1.2173999999999998
314,50278,2.001,0.304,-0.036000000000000004,-0.054000000000000006,0.0,0.44299999999999995
315,50279,3.726,0.544,-0.0,-0.032,0.0,0.8475999999999999
316,50280,0.345,0.0,-0.083,-0.04,0.0,0.04439999999999999
317,50281,8.348999999999998,1.264,-0.0,-0.16,0.0,1.8905999999999996
318,50283,4.761,0.0,-0.036000000000000004,-0.027999999999999997,3.7760000000000002,1.6946
319,50289,12.489,0.7040000000000001,-0.031000000000000003,-0.032,3.2,3.2660000000000005
320,50290,1.7939999999999998,0.064,-0.095,-0.102,0.0,0.33219999999999994
321,50291,1.9319999999999997,0.368,-0.0,-0.042,0.0,0.4516
322,50292,11.247,2.112,-0.0,-0.0,0.0,2.6718
323,50295,0.414,0.35200000000000004,-0.0,-0.044000000000000004,0.0,0.1444
324,50296,20.907,0.08,-0.0,-0.0,3.4560000000000004,4.888599999999999
325,50298,1.38,0.624,-0.0,-0.11800000000000001,0.0,0.3772
326,50300,3.8639999999999994,0.4,-0.045,-0.024,0.0,0.8389999999999999
327,50301,6.002999999999999,0.368,-0.034,-0.0,3.8000000000000003,2.0273999999999996
328,50305,2.76,0.128,-0.066,-0.034,0.0,0.5576000000000001
329,50308,3.381,0.17600000000000002,-0.0,-0.024,0.0,0.7066
330,50309,0.345,0.0,-0.023,-0.042,0.0,0.055999999999999994
331,50313,4.484999999999999,0.17600000000000002,-0.0,-0.0,0.0,0.9321999999999999
332,50315,1.863,0.0,-0.0,-0.0,0.0,0.3726
333,50320,6.968999999999999,0.368,-0.045,-0.154,0.0,1.4276
334,50324,5.795999999999999,0.368,-0.024,-0.066,0.0,1.2147999999999999
335,50327,20.561999999999998,0.8,-0.067,-0.062000000000000006,3.176,4.8818
336,50329,8.28,0.20800000000000002,-0.042,-0.04,0.0,1.6812
337,50334,0.13799999999999998,0.0,-0.044000000000000004,-0.008,0.0,0.017199999999999993
338,50335,6.8309999999999995,0.0,-0.031000000000000003,-0.044000000000000004,2.512,1.8535999999999997
339,50336,4.14,0.20800000000000002,-0.039,-0.057999999999999996,0.0,0.8502000000000001
340,50342,4.691999999999999,1.264,-0.0,-0.038,0.0,1.1835999999999998
341,50348,4.002,0.0,-0.052000000000000005,-0.057999999999999996,2.96,1.3704
342,50350,2.484,0.0,-0.0,-0.098,0.0,0.4772
343,50351,6.692999999999999,0.016,-0.053,-0.032,3.832,2.0911999999999997
344,50352,6.002999999999999,0.11199999999999999,-0.044000000000000004,-0.0,4.088,2.0317999999999996
345,50353,2.07,0.16,-0.032,-0.068,0.0,0.426
346,50357,1.518,0.0,-0.0,-0.0,0.0,0.3036
347,50359,4.622999999999999,0.336,-0.0,-0.026000000000000002,0.0,0.9865999999999999
348,50360,2.8289999999999997,0.064,-0.04,-0.02,0.0,0.5666
349,50367,0.27599999999999997,0.0,-0.042,-0.066,0.0,0.03359999999999999
350,50373,4.553999999999999,0.256,-0.0,-0.0,0.0,0.962
351,50376,4.968,0.272,-0.0,-0.0,0.0,1.048
352,50378,0.0,0.0,-0.0,-0.0,0.0,0.0
353,50380,2.622,0.08,-0.043,-0.05,0.0,0.5218
354,50382,14.559,1.6,-0.035,-0.034,0.0,3.218
355,50390,32.153999999999996,0.0,-0.0,-0.032,0.0,6.4244
