,Provider ID,MORT_30_AMI,MORT_30_CABG,MORT_30_COPD,MORT_30_HF,MORT_30_PN,MORT_30_STK
1212,140224,12.5,3.5,6.7,9.9,14.5,13.2
1213,140228,12.2,3.9,7.7,11.8,16.3,12.6
1214,140231,11.1,2.7,6.5,9.3,15.0,14.5
1215,140233,12.6,2.5,9.2,15.3,18.0,16.0
1216,140234,14.7,0.0,8.2,13.0,18.7,16.8
1217,140239,15.3,4.4,7.3,12.8,19.0,18.0
1218,140240,14.2,0.0,7.5,11.6,14.1,12.8
1219,140242,14.8,2.9,6.8,11.8,17.1,14.1
1220,140250,14.1,0.0,8.4,9.4,17.0,14.0
1221,140251,13.3,0.0,6.5,8.9,15.5,14.8
1222,140252,14.6,3.2,8.9,13.1,18.0,16.4
1223,140258,12.8,3.1,5.6,9.9,12.8,13.2
1224,140275,13.9,0.0,8.6,14.2,16.3,14.5
1225,140276,13.3,2.4,7.1,10.1,16.3,14.9
1226,140280,12.5,4.0,7.9,12.8,20.8,14.7
1227,140281,9.9,2.8,5.7,6.6,12.2,9.4
1228,140286,13.6,0.0,8.5,12.4,16.1,15.9
1229,140288,14.4,2.5,7.2,11.4,15.4,14.7
1230,140289,17.1,0.0,7.7,13.5,17.4,13.7
1231,140290,12.9,0.0,6.0,9.5,14.3,12.7
1232,140291,12.3,3.3,6.7,11.4,15.9,13.8
1233,140292,13.4,0.0,8.7,11.3,14.7,15.3
1234,140294,0.0,0.0,8.7,11.9,16.3,16.7
1235,140300,0.0,0.0,7.6,11.6,0.0,0.0
1236,140304,14.4,0.0,8.3,10.8,16.5,14.9
1237,141300,0.0,0.0,8.7,0.0,17.3,0.0
1238,141301,0.0,0.0,8.2,11.7,16.1,0.0
1239,141302,0.0,0.0,0.0,0.0,16.2,0.0
1240,141303,0.0,0.0,8.5,12.0,14.9,0.0
1241,141304,0.0,0.0,0.0,15.3,18.3,0.0
1242,141305,0.0,0.0,7.8,12.6,15.3,0.0
1243,141306,0.0,0.0,8.3,0.0,19.0,0.0
1244,141307,0.0,0.0,7.2,11.7,17.6,0.0
1245,141308,0.0,0.0,8.2,0.0,17.7,0.0
1246,141309,0.0,0.0,7.7,10.7,15.3,0.0
1247,141310,0.0,0.0,8.7,11.0,17.0,0.0
1248,141311,14.4,0.0,8.2,13.1,17.6,15.1
1249,141312,0.0,0.0,7.8,12.0,12.8,0.0
1250,141313,0.0,0.0,8.0,13.4,15.9,0.0
1251,141315,0.0,0.0,7.8,11.0,16.9,0.0
1252,141316,0.0,0.0,7.2,13.1,16.0,0.0
1253,141317,0.0,0.0,7.6,11.2,15.5,0.0
1254,141318,0.0,0.0,7.7,11.7,16.3,0.0
1255,141319,0.0,0.0,7.8,13.8,18.8,0.0
1256,141320,0.0,0.0,9.0,11.9,15.9,0.0
1257,141321,0.0,0.0,8.1,12.6,16.6,0.0
1258,141322,0.0,0.0,8.4,12.8,19.1,16.2
1259,141323,0.0,0.0,7.0,10.5,15.6,0.0
1260,141324,0.0,0.0,7.8,14.3,20.4,0.0
1261,141325,0.0,0.0,7.2,12.4,16.5,0.0
1262,141326,0.0,0.0,8.6,15.2,15.9,0.0
1263,141327,0.0,0.0,7.5,14.4,17.1,14.2
1264,141328,0.0,0.0,7.5,11.7,15.8,0.0
1265,141329,0.0,0.0,0.0,0.0,0.0,0.0
1266,141330,0.0,0.0,0.0,0.0,17.0,0.0
1267,141331,0.0,0.0,8.5,14.5,17.9,0.0
1268,141332,0.0,0.0,8.0,14.1,19.1,0.0
1269,141333,0.0,0.0,8.7,13.7,18.7,0.0
1270,141334,0.0,0.0,8.3,11.3,15.4,0.0
1271,141335,0.0,0.0,7.8,11.4,14.1,0.0
1272,141336,0.0,0.0,8.4,12.3,15.7,0.0
1273,141337,14.4,0.0,9.4,15.7,15.8,16.6
1274,141338,0.0,0.0,9.1,12.3,16.8,0.0
1275,141339,0.0,0.0,6.8,12.7,14.2,15.2
1276,141340,0.0,0.0,10.0,12.8,15.4,0.0
1277,141341,0.0,0.0,6.8,10.8,16.3,0.0
1278,141342,0.0,0.0,7.2,13.0,15.6,0.0
1279,141343,0.0,0.0,7.2,13.8,18.6,15.9
1280,141344,0.0,0.0,7.2,12.8,14.4,14.7
1281,141345,0.0,0.0,7.9,11.3,16.2,0.0
1282,141346,0.0,0.0,8.2,13.8,14.9,0.0
1283,141347,0.0,0.0,8.5,13.0,18.1,0.0
1284,141348,0.0,0.0,7.9,11.5,15.5,0.0
1285,141349,0.0,0.0,8.1,13.5,21.3,0.0
1286,141350,0.0,0.0,9.7,13.3,19.6,15.3
1287,141351,0.0,0.0,7.4,10.1,12.7,0.0
1288,143300,0.0,0.0,0.0,0.0,0.0,0.0
1289,143301,0.0,0.0,0.0,0.0,0.0,0.0
1290,143302,0.0,0.0,0.0,0.0,0.0,0.0
1291,150001,14.8,0.0,8.6,12.5,19.7,14.7
1292,150002,14.0,3.1,6.0,9.6,14.5,16.3
1293,150004,14.3,3.2,5.9,9.6,15.1,13.5
1294,150005,13.7,0.0,8.5,11.2,15.3,15.0
1295,150006,15.6,4.2,9.2,14.3,17.9,21.6
1296,150007,13.5,0.0,9.3,12.3,19.0,14.0
1297,150008,14.0,3.1,5.9,9.5,14.4,12.4
1298,150009,13.9,0.0,6.8,11.3,15.0,13.9
1299,150010,14.7,0.0,7.8,13.8,17.0,14.7
1300,150011,12.9,0.0,6.4,10.4,16.0,16.2
1301,150012,16.6,3.4,8.2,13.3,17.4,16.5
1302,150015,14.3,3.1,7.3,13.5,18.7,16.4
1303,150017,12.6,3.0,11.5,15.8,16.9,14.8
1304,150018,15.6,2.2,7.9,13.9,14.8,15.6
1305,150021,15.8,3.0,8.7,12.8,17.3,15.0
1306,150022,0.0,0.0,6.7,13.1,16.0,14.3
1307,150023,11.5,3.1,9.3,12.5,16.3,14.6
1308,150024,13.6,0.0,7.0,11.7,14.7,12.7
1309,150026,14.3,0.0,9.3,14.2,17.3,17.7
1310,150030,14.8,0.0,7.4,10.7,16.1,0.0
1311,150034,12.6,3.0,6.8,9.3,12.9,11.4
1312,150035,13.6,3.6,5.7,12.1,15.7,15.8
1313,150037,13.4,0.0,10.5,12.8,20.9,15.8
1314,150042,13.1,0.0,8.9,13.9,17.3,16.2
1315,150044,12.4,2.6,7.2,11.6,16.9,16.8
1316,150045,0.0,0.0,8.0,14.7,18.4,13.5
1317,150046,13.8,3.2,8.1,12.7,18.3,15.3
1318,150047,15.2,0.0,7.6,10.8,17.2,16.6
1319,150048,12.2,3.1,7.3,12.7,14.3,15.5
1320,150051,11.2,3.2,11.2,12.8,17.1,13.8
1321,150056,13.0,3.1,7.1,10.8,14.9,16.9
1322,150057,0.0,0.0,8.9,11.0,16.4,0.0
1323,150058,16.3,3.9,7.9,13.4,19.6,17.5
1324,150059,14.5,0.0,8.4,15.7,16.6,14.7
1325,150061,15.7,0.0,8.1,11.7,14.7,15.8
1326,150064,14.6,0.0,9.9,13.5,17.7,14.9
1327,150065,15.4,0.0,7.3,13.3,18.5,17.0
1328,150069,13.3,0.0,8.5,12.4,18.4,14.9
1329,150072,0.0,0.0,9.0,12.4,17.3,15.3
1330,150074,15.3,3.2,8.3,13.2,17.8,17.4
1331,150075,0.0,0.0,8.6,12.7,18.0,15.0
1332,150076,13.8,0.0,8.0,11.6,16.7,15.3
1333,150082,15.0,3.2,8.7,13.3,17.5,16.3
1334,150084,14.9,2.6,11.1,12.7,17.1,12.6
1335,150086,16.3,0.0,8.3,10.5,16.1,13.1
1336,150088,15.1,0.0,7.6,10.4,15.5,16.5
1337,150089,14.2,3.4,9.6,11.8,16.6,13.4
1338,150090,16.3,2.6,8.9,12.2,19.0,15.5
1339,150091,0.0,0.0,6.8,11.0,14.7,15.3
1340,150097,14.0,0.0,8.7,11.0,15.3,14.2
1341,150100,14.3,2.9,6.4,12.0,15.8,16.8
1342,150101,0.0,0.0,7.9,12.4,20.0,0.0
1343,150102,0.0,0.0,7.4,12.0,14.9,0.0
1344,150104,13.4,0.0,9.2,12.5,14.6,16.9
1345,150109,14.6,3.0,7.6,12.7,17.1,15.5
1346,150112,14.3,3.0,7.9,11.8,15.7,14.4
1347,150113,12.8,0.0,6.6,10.5,15.2,15.5
1348,150115,12.5,0.0,8.2,12.2,16.2,17.3
1349,150125,15.2,4.0,6.3,10.0,15.4,13.8
1350,150126,14.8,2.4,8.3,12.4,15.4,15.5
1351,150128,16.6,0.0,8.4,11.8,19.3,17.3
1352,150133,15.2,0.0,8.0,12.1,20.4,14.4
1353,150146,0.0,0.0,7.4,13.1,14.5,15.0
1354,150149,0.0,0.0,0.0,0.0,0.0,0.0
1355,150150,0.0,0.0,8.6,12.8,15.4,0.0
1356,150153,12.8,2.5,9.4,12.8,0.0,0.0
1357,150157,0.0,0.0,8.5,13.5,14.7,13.4
1358,150158,13.4,0.0,6.0,11.1,13.8,11.5
1359,150160,0.0,0.0,0.0,0.0,0.0,0.0
1360,150161,14.0,0.0,8.0,11.7,14.2,12.8
1361,150162,12.1,2.3,7.7,10.7,17.9,12.8
1362,150165,0.0,0.0,7.3,12.4,15.8,0.0
1363,150166,0.0,0.0,7.3,13.3,16.0,0.0
1364,150167,0.0,0.0,0.0,0.0,0.0,0.0
1365,150168,0.0,0.0,0.0,0.0,0.0,0.0
1366,150169,15.1,0.0,7.0,14.5,15.3,14.4
1367,150172,0.0,0.0,0.0,0.0,0.0,0.0
1368,150173,14.0,3.5,8.1,16.0,15.7,15.4
1369,150175,12.8,3.9,0.0,12.1,0.0,0.0
1370,150176,14.5,6.7,7.8,14.0,18.4,0.0
1371,150177,0.0,0.0,0.0,0.0,0.0,0.0
1372,150179,0.0,0.0,0.0,0.0,0.0,0.0
1373,150181,0.0,0.0,0.0,0.0,0.0,0.0
1374,150182,0.0,0.0,0.0,0.0,0.0,0.0
1375,150183,0.0,0.0,0.0,0.0,0.0,0.0
1376,151300,0.0,0.0,0.0,12.3,15.3,0.0
1377,151301,0.0,0.0,7.7,12.3,16.5,0.0
1378,151302,0.0,0.0,7.9,12.1,15.3,0.0
1379,151303,0.0,0.0,8.0,0.0,14.9,0.0
1380,151304,0.0,0.0,9.9,15.9,15.1,0.0
1381,151305,0.0,0.0,0.0,14.1,14.2,0.0
1382,151306,0.0,0.0,8.0,0.0,16.8,0.0
1383,151307,0.0,0.0,6.5,14.6,16.8,15.0
1384,151308,0.0,0.0,8.2,11.9,16.5,13.8
1385,151309,0.0,0.0,7.3,12.5,16.4,0.0
1386,151310,0.0,0.0,8.7,13.2,18.4,0.0
1387,151311,0.0,0.0,8.4,12.3,17.4,0.0
1388,151312,0.0,0.0,8.4,13.8,17.5,0.0
1389,151313,0.0,0.0,8.5,13.0,16.1,0.0
1390,151314,0.0,0.0,0.0,0.0,18.8,0.0
1391,151315,0.0,0.0,7.7,14.8,18.8,15.6
1392,151316,0.0,0.0,7.1,12.7,16.2,13.8
1393,151317,0.0,0.0,9.1,12.6,16.9,0.0
1394,151318,15.5,0.0,7.9,12.3,16.8,15.6
1395,151319,0.0,0.0,7.5,14.7,15.9,0.0
1396,151320,0.0,0.0,7.8,0.0,13.6,0.0
1397,151322,0.0,0.0,7.0,12.2,18.2,13.2
1398,151323,0.0,0.0,7.5,14.2,13.7,0.0
1399,151324,0.0,0.0,9.3,13.0,16.6,17.0
1400,151325,0.0,0.0,7.5,0.0,16.8,0.0
1401,151326,14.4,0.0,6.9,13.3,18.3,0.0
1402,151327,15.3,0.0,8.6,15.7,16.8,0.0
1403,151328,15.4,0.0,9.5,13.0,17.8,0.0
1404,151329,0.0,0.0,7.2,10.5,18.0,15.6
1405,151330,0.0,0.0,7.5,11.6,15.6,0.0
1406,151331,14.5,0.0,7.7,11.7,16.9,15.0
1407,151332,0.0,0.0,8.7,11.1,18.3,0.0
1408,151333,0.0,0.0,8.1,11.6,18.2,0.0
1409,151334,0.0,0.0,6.5,13.9,17.0,0.0
1410,151335,13.7,0.0,7.7,12.2,14.3,0.0
1411,160001,15.5,0.0,9.8,15.4,15.2,15.5
1412,160005,0.0,0.0,8.1,15.5,17.5,17.1
1413,160008,15.6,0.0,9.7,13.6,21.9,15.4
1414,160013,0.0,0.0,10.4,13.8,16.2,0.0
1415,160016,14.7,0.0,10.1,13.8,15.6,14.6
1416,160024,15.4,0.0,9.8,13.3,15.9,14.8
1417,160028,13.2,0.0,8.9,13.6,13.4,17.2
1418,160029,12.8,2.9,8.1,10.5,16.2,11.5
1419,160030,14.2,0.0,6.3,13.0,14.7,11.4
1420,160032,0.0,0.0,8.6,14.9,22.8,17.5
1421,160033,14.5,3.7,7.6,10.9,14.3,14.1
1422,160040,0.0,0.0,8.0,14.1,19.2,0.0
1423,160045,13.0,2.7,8.1,12.3,14.7,15.1
1424,160047,12.9,0.0,7.4,12.5,17.6,17.2
1425,160057,14.4,0.0,6.6,14.8,17.9,12.2
1426,160058,13.5,2.8,6.9,12.3,15.4,18.3
1427,160064,15.7,2.5,8.6,14.5,17.0,17.6
1428,160067,13.3,0.0,7.7,12.7,17.9,14.2
1429,160069,13.0,5.6,6.7,11.9,18.1,15.2
1430,160079,13.3,0.0,8.4,12.1,14.0,14.8
1431,160080,14.1,0.0,8.6,12.2,17.9,14.9
1432,160082,17.1,5.6,14.1,13.3,16.4,16.4
1433,160083,14.8,3.1,8.0,13.1,16.5,12.8
1434,160089,14.2,0.0,7.5,11.8,15.1,15.6
1435,160101,0.0,0.0,0.0,0.0,0.0,0.0
1436,160104,13.0,0.0,7.4,11.9,17.8,14.4
1437,160110,15.0,4.9,9.5,15.9,16.7,15.7
1438,160112,0.0,0.0,8.0,13.9,16.9,17.0
1439,160117,14.1,0.0,7.5,13.1,17.8,16.1
1440,160122,13.4,0.0,8.4,12.1,17.0,19.5
1441,160124,0.0,0.0,9.0,12.8,17.2,14.5
1442,160146,12.5,0.0,8.5,13.6,15.9,17.0
1443,160147,0.0,0.0,8.9,14.4,17.3,17.1
1444,160153,16.3,2.8,9.5,13.7,17.6,18.2
1445,161300,0.0,0.0,0.0,0.0,0.0,0.0
1446,161301,0.0,0.0,0.0,11.9,14.5,0.0
1447,161302,0.0,0.0,7.4,14.6,17.1,0.0
1448,161303,0.0,0.0,0.0,0.0,20.5,0.0
1449,161304,0.0,0.0,0.0,0.0,16.9,0.0
1450,161305,0.0,0.0,0.0,0.0,0.0,0.0
1451,161306,0.0,0.0,7.4,13.5,13.5,0.0
1452,161307,0.0,0.0,8.4,12.4,20.6,0.0
1453,161308,0.0,0.0,0.0,14.3,18.2,0.0
1454,161309,0.0,0.0,7.7,11.7,13.7,0.0
1455,161310,0.0,0.0,0.0,0.0,16.3,0.0
1456,161311,0.0,0.0,0.0,0.0,15.6,0.0
1457,161312,0.0,0.0,0.0,0.0,18.3,0.0
1458,161313,0.0,0.0,0.0,0.0,16.9,0.0
1459,161314,0.0,0.0,0.0,0.0,0.0,0.0
1460,161315,0.0,0.0,0.0,0.0,0.0,0.0
1461,161316,0.0,0.0,0.0,14.0,16.5,0.0
1462,161317,0.0,0.0,0.0,11.6,14.2,0.0
1463,161318,0.0,0.0,9.6,12.0,17.4,16.1
1464,161319,0.0,0.0,7.8,0.0,0.0,0.0
1465,161320,0.0,0.0,0.0,0.0,16.0,0.0
1466,161321,0.0,0.0,0.0,12.5,14.5,0.0
1467,161322,0.0,0.0,0.0,0.0,16.7,0.0
1468,161323,0.0,0.0,0.0,0.0,0.0,0.0
1469,161324,0.0,0.0,0.0,0.0,0.0,0.0
1470,161325,0.0,0.0,0.0,0.0,18.7,0.0
1471,161326,0.0,0.0,0.0,15.0,20.5,0.0
1472,161327,0.0,0.0,0.0,11.2,19.4,0.0
1473,161328,0.0,0.0,0.0,0.0,16.5,0.0
1474,161329,0.0,0.0,0.0,0.0,16.1,0.0
1475,161330,0.0,0.0,0.0,0.0,16.4,0.0
1476,161331,0.0,0.0,8.5,12.1,16.0,0.0
1477,161332,0.0,0.0,0.0,0.0,14.9,0.0
1478,161333,0.0,0.0,0.0,0.0,16.4,0.0
1479,161334,0.0,0.0,0.0,0.0,0.0,0.0
1480,161335,0.0,0.0,0.0,12.6,16.5,0.0
1481,161336,0.0,0.0,0.0,0.0,16.1,0.0
1482,161337,0.0,0.0,8.1,0.0,15.3,0.0
1483,161338,0.0,0.0,8.0,12.8,19.4,0.0
1484,161339,0.0,0.0,7.9,14.0,14.2,0.0
1485,161340,0.0,0.0,0.0,0.0,16.3,0.0
1486,161341,0.0,0.0,8.3,12.8,16.2,0.0
1487,161342,0.0,0.0,8.1,0.0,22.1,0.0
1488,161343,0.0,0.0,8.2,12.0,15.9,0.0
1489,161344,0.0,0.0,9.1,12.2,16.2,0.0
1490,161345,0.0,0.0,7.4,12.7,17.0,0.0
1491,161346,0.0,0.0,0.0,0.0,17.0,0.0
1492,161347,0.0,0.0,9.4,12.7,16.9,18.6
1493,161348,0.0,0.0,0.0,0.0,13.5,0.0
1494,161349,0.0,0.0,8.5,12.3,14.3,0.0
1495,161350,0.0,0.0,9.2,13.4,14.8,0.0
1496,161351,14.4,0.0,8.4,13.5,14.5,15.1
1497,161352,0.0,0.0,8.7,11.9,13.9,0.0
1498,161353,0.0,0.0,7.5,16.3,18.8,16.1
1499,161354,0.0,0.0,0.0,11.3,15.8,0.0
1500,161355,0.0,0.0,8.2,12.2,0.0,0.0
1501,161356,0.0,0.0,9.5,13.9,16.7,0.0
1502,161357,0.0,0.0,7.6,11.5,15.2,0.0
1503,161358,0.0,0.0,7.8,12.0,13.9,0.0
1504,161359,0.0,0.0,8.0,16.3,16.8,16.2
1505,161360,0.0,0.0,9.2,13.1,15.3,0.0
1506,161361,0.0,0.0,7.5,10.5,16.4,0.0
1507,161362,0.0,0.0,8.0,13.9,18.0,0.0
1508,161363,15.5,0.0,9.0,11.2,17.0,15.9
1509,161364,0.0,0.0,8.1,13.7,15.5,0.0
1510,161365,0.0,0.0,0.0,13.0,16.6,0.0
1511,161366,0.0,0.0,7.6,14.4,14.9,0.0
1512,161367,0.0,0.0,8.0,12.3,14.5,16.5
1513,161368,0.0,0.0,10.2,13.8,13.5,0.0
1514,161369,0.0,0.0,0.0,12.5,18.6,18.1
1515,161370,0.0,0.0,8.5,13.1,16.5,0.0
1516,161371,13.3,0.0,9.5,13.7,15.7,16.2
1517,161372,0.0,0.0,9.1,14.8,16.4,17.3
1518,161373,0.0,0.0,8.4,13.2,16.2,0.0
1519,161374,0.0,0.0,9.1,13.3,14.7,15.9
1520,161375,0.0,0.0,8.3,13.9,16.8,15.5
1521,161376,0.0,0.0,9.2,16.3,17.8,0.0
1522,161377,0.0,0.0,7.8,12.9,16.4,0.0
1523,161378,0.0,0.0,0.0,0.0,0.0,0.0
1524,161379,0.0,0.0,8.3,13.0,19.4,17.8
1525,161380,0.0,0.0,8.9,12.2,15.3,0.0
1526,161381,0.0,0.0,8.0,15.0,17.2,0.0
1527,170006,14.4,0.0,10.1,12.5,17.7,16.8
1528,170009,0.0,0.0,7.2,11.6,13.6,0.0
1529,170012,13.9,4.1,9.3,12.1,13.6,16.0
1530,170013,12.7,4.4,8.2,12.6,18.1,13.8
1531,170014,0.0,0.0,7.5,12.6,16.2,15.1
1532,170016,14.9,3.8,9.5,14.7,16.3,15.8
1533,170017,0.0,0.0,11.1,12.1,22.1,13.9
1534,170020,15.9,5.5,7.8,14.5,22.7,16.9
1535,170023,12.4,0.0,9.7,13.6,17.1,0.0
1536,170027,0.0,0.0,8.5,12.6,16.1,15.4
1537,170039,0.0,0.0,0.0,0.0,20.4,0.0
1538,170040,13.2,2.4,6.6,10.3,15.2,16.6
1539,170049,14.5,4.2,9.0,11.7,20.3,17.0
1540,170058,0.0,0.0,8.9,13.5,21.2,15.7
1541,170068,0.0,0.0,6.9,11.1,19.0,15.6
1542,170074,0.0,0.0,8.2,13.2,23.0,16.6
1543,170075,0.0,0.0,0.0,11.4,16.2,0.0
1544,170086,13.3,3.5,8.7,12.6,15.7,16.1
1545,170094,0.0,0.0,7.5,11.7,14.9,0.0
1546,170103,14.1,0.0,6.7,10.7,14.2,13.1
1547,170104,16.4,3.0,7.4,11.8,14.4,14.7
1548,170105,0.0,0.0,8.4,12.9,15.9,15.9
1549,170109,0.0,0.0,8.0,12.4,14.1,0.0
1550,170110,0.0,0.0,0.0,0.0,19.1,0.0
1551,170120,0.0,0.0,7.4,14.4,14.3,15.3
1552,170122,15.1,2.8,7.9,12.5,17.3,15.6
1553,170123,13.6,3.9,7.7,12.5,15.3,15.1
1554,170133,0.0,0.0,6.9,11.6,16.0,0.0
1555,170137,13.5,0.0,10.6,15.3,18.2,13.9
1556,170142,13.1,0.0,12.5,12.3,19.3,15.3
1557,170145,0.0,0.0,7.3,12.9,15.9,14.2
1558,170146,15.1,3.9,6.7,11.8,13.9,12.2
1559,170150,0.0,0.0,8.7,12.8,22.7,13.9
1560,170166,0.0,0.0,8.5,12.6,17.6,0.0
1561,170175,14.4,0.0,8.5,13.0,16.4,17.6
1562,170176,15.0,0.0,6.8,11.4,14.2,16.3
1563,170182,15.1,2.9,7.3,13.0,18.9,14.8
1564,170183,0.0,0.0,0.0,0.0,0.0,0.0
1565,170185,11.5,0.0,10.0,12.1,11.7,14.6
1566,170186,11.7,2.4,0.0,10.3,0.0,0.0
1567,170187,0.0,0.0,0.0,0.0,0.0,0.0
1568,170188,0.0,0.0,0.0,0.0,0.0,0.0
1569,170190,0.0,0.0,0.0,0.0,0.0,0.0
1570,170191,0.0,0.0,11.2,14.1,19.6,0.0
1571,170194,0.0,0.0,0.0,0.0,0.0,0.0
1572,170196,0.0,0.0,0.0,0.0,0.0,0.0
1573,170197,12.5,2.6,8.2,12.3,14.4,0.0
1574,170198,0.0,0.0,0.0,0.0,0.0,0.0
1575,170199,0.0,0.0,0.0,0.0,0.0,0.0
1576,170200,0.0,0.0,7.5,12.4,14.5,14.1
1577,170201,0.0,0.0,0.0,0.0,0.0,0.0
1578,170203,0.0,0.0,0.0,0.0,0.0,0.0
1579,171300,0.0,0.0,0.0,0.0,0.0,0.0
1580,171301,0.0,0.0,0.0,0.0,17.4,0.0
1581,171302,0.0,0.0,0.0,0.0,0.0,0.0
1582,171303,0.0,0.0,0.0,0.0,0.0,0.0
1583,171304,0.0,0.0,0.0,0.0,0.0,0.0
1584,171306,0.0,0.0,0.0,0.0,0.0,0.0
1585,171307,0.0,0.0,0.0,0.0,18.4,0.0
1586,171308,0.0,0.0,0.0,0.0,17.7,0.0
1587,171309,0.0,0.0,0.0,0.0,0.0,0.0
1588,171310,0.0,0.0,0.0,0.0,13.8,0.0
1589,171311,0.0,0.0,0.0,0.0,15.3,0.0
1590,171312,0.0,0.0,0.0,0.0,19.7,0.0
1591,171313,0.0,0.0,0.0,0.0,16.4,0.0
1592,171314,0.0,0.0,0.0,0.0,0.0,0.0
1593,171315,0.0,0.0,0.0,0.0,14.0,0.0
1594,171316,0.0,0.0,0.0,0.0,14.5,0.0
1595,171317,0.0,0.0,0.0,0.0,0.0,0.0
1596,171318,0.0,0.0,0.0,0.0,15.8,0.0
1597,171319,0.0,0.0,0.0,0.0,17.1,0.0
1598,171320,0.0,0.0,0.0,0.0,0.0,0.0
1599,171321,0.0,0.0,0.0,11.5,14.0,0.0
1600,171322,0.0,0.0,0.0,0.0,15.7,0.0
1601,171323,0.0,0.0,0.0,0.0,0.0,0.0
1602,171324,0.0,0.0,0.0,0.0,17.3,0.0
1603,171325,0.0,0.0,8.4,11.3,16.4,0.0
1604,171326,0.0,0.0,0.0,0.0,0.0,0.0
1605,171327,0.0,0.0,8.1,12.4,16.5,16.1
1606,171328,0.0,0.0,0.0,0.0,17.7,0.0
1607,171329,0.0,0.0,0.0,0.0,0.0,0.0
1608,171330,0.0,0.0,8.2,12.9,18.8,0.0
1609,171331,0.0,0.0,0.0,0.0,16.5,0.0
1610,171332,0.0,0.0,0.0,0.0,0.0,0.0
1611,171333,0.0,0.0,7.4,0.0,15.1,0.0
1612,171334,0.0,0.0,9.5,0.0,13.8,0.0
1613,171335,0.0,0.0,0.0,0.0,15.0,0.0
1614,171336,0.0,0.0,0.0,12.5,15.7,0.0
1615,171337,0.0,0.0,8.1,0.0,17.5,0.0
1616,171338,0.0,0.0,0.0,0.0,17.6,0.0
1617,171339,0.0,0.0,7.7,11.6,15.8,0.0
1618,171340,0.0,0.0,0.0,11.9,12.3,0.0
1619,171341,0.0,0.0,9.0,11.4,21.3,0.0
1620,171342,0.0,0.0,0.0,0.0,15.1,0.0
1621,171343,0.0,0.0,0.0,0.0,0.0,0.0
1622,171344,0.0,0.0,8.8,0.0,19.7,0.0
1623,171345,0.0,0.0,8.1,0.0,16.1,0.0
1624,171346,0.0,0.0,0.0,13.2,15.0,0.0
1625,171347,0.0,0.0,0.0,0.0,17.8,0.0
1626,171348,0.0,0.0,0.0,0.0,16.3,0.0
1627,171349,0.0,0.0,7.5,13.3,16.3,14.0
1628,171350,0.0,0.0,9.6,0.0,17.5,0.0
1629,171351,0.0,0.0,0.0,0.0,15.2,0.0
1630,171352,0.0,0.0,0.0,0.0,15.3,0.0
1631,171353,0.0,0.0,0.0,0.0,18.1,0.0
1632,171354,0.0,0.0,8.0,12.9,15.9,0.0
1633,171355,0.0,0.0,7.7,11.6,13.9,0.0
1634,171356,0.0,0.0,0.0,0.0,15.9,0.0
1635,171357,0.0,0.0,0.0,0.0,15.0,0.0
1636,171358,0.0,0.0,0.0,0.0,14.7,0.0
1637,171359,0.0,0.0,8.5,12.2,14.6,0.0
1638,171360,0.0,0.0,0.0,0.0,15.4,0.0
1639,171361,0.0,0.0,8.0,12.1,18.5,0.0
1640,171362,0.0,0.0,7.9,13.4,16.9,0.0
1641,171363,0.0,0.0,7.2,12.7,15.8,0.0
1642,171364,0.0,0.0,0.0,0.0,15.8,0.0
1643,171365,0.0,0.0,0.0,0.0,0.0,0.0
1644,171366,0.0,0.0,8.6,11.9,18.3,0.0
1645,171367,0.0,0.0,8.1,11.6,14.1,0.0
1646,171368,0.0,0.0,0.0,12.9,16.1,0.0
1647,171369,0.0,0.0,0.0,0.0,14.8,0.0
1648,171370,0.0,0.0,7.2,11.9,15.1,0.0
1649,171371,0.0,0.0,7.6,12.1,16.9,0.0
1650,171372,0.0,0.0,8.1,13.1,16.3,0.0
1651,171373,0.0,0.0,9.1,16.1,21.7,0.0
1652,171374,0.0,0.0,7.8,11.9,14.5,0.0
1653,171375,0.0,0.0,7.8,11.9,17.2,15.1
1654,171376,0.0,0.0,7.9,12.6,16.3,0.0
1655,171377,0.0,0.0,0.0,11.0,13.9,0.0
1656,171378,0.0,0.0,7.1,0.0,15.0,0.0
1657,171379,0.0,0.0,8.1,12.8,15.4,0.0
1658,171380,0.0,0.0,6.7,12.9,18.4,13.0
1659,171381,0.0,0.0,7.9,14.4,18.6,17.5
1660,171382,0.0,0.0,7.4,12.5,14.9,0.0
1661,171383,0.0,0.0,9.0,14.3,19.1,15.1
1662,171384,14.2,0.0,8.0,13.4,15.9,16.3
1663,173300,0.0,0.0,0.0,0.0,0.0,0.0
1664,180001,15.1,0.0,6.6,11.2,16.3,15.5
1665,180002,14.3,0.0,7.3,10.7,15.1,13.7
1666,180004,0.0,0.0,8.5,13.2,16.1,0.0
1667,180005,14.1,0.0,7.2,11.4,15.5,13.9
1668,180009,14.4,2.9,7.5,11.0,16.4,15.7
1669,180010,14.2,3.2,8.5,13.1,17.0,13.8
1670,180011,13.3,0.0,8.2,11.2,13.1,13.5
1671,180012,14.7,0.0,8.1,11.7,16.0,13.9
1672,180013,12.9,2.1,10.6,10.7,16.4,15.5
1673,180016,15.6,0.0,7.2,13.5,17.2,0.0
1674,180017,13.1,0.0,9.3,13.0,17.7,14.9
1675,180018,13.8,0.0,6.9,13.4,17.0,13.2
