,Provider ID,MORT_30_AMI,MORT_30_CABG,MORT_30_COPD,MORT_30_HF,MORT_30_PN,MORT_30_STK
2397,260025,12.6,0.0,7.9,11.6,17.7,14.3
2398,260027,14.3,3.3,7.0,11.8,15.3,17.5
2399,260032,12.3,2.7,7.7,12.3,15.7,13.4
2400,260034,0.0,0.0,8.8,12.2,15.7,0.0
2401,260040,13.3,3.3,8.5,12.9,16.3,16.7
2402,260047,15.4,4.2,8.7,13.4,19.1,14.7
2403,260048,15.8,0.0,7.8,11.9,15.2,0.0
2404,260050,0.0,0.0,8.6,14.2,16.0,0.0
2405,260052,14.4,0.0,8.4,12.0,19.2,13.0
2406,260057,14.4,0.0,8.5,14.9,17.6,0.0
2407,260059,0.0,0.0,8.0,12.3,17.5,0.0
2408,260061,0.0,0.0,7.2,12.6,17.8,0.0
2409,260062,13.5,0.0,8.2,11.3,14.5,12.7
2410,260064,13.1,0.0,9.0,12.3,18.7,15.2
2411,260065,14.1,3.9,8.1,13.7,18.9,13.6
2412,260068,14.4,3.4,7.9,11.7,19.1,14.9
2413,260070,0.0,0.0,7.9,11.8,16.9,0.0
2414,260074,14.1,0.0,10.6,12.8,18.6,0.0
2415,260077,15.4,3.2,8.9,14.1,18.0,16.5
2416,260078,15.0,0.0,7.9,17.8,22.7,17.3
2417,260080,0.0,0.0,7.3,0.0,16.6,0.0
2418,260081,14.6,3.0,6.2,13.5,16.7,14.1
2419,260085,13.5,2.5,9.4,12.1,15.9,15.0
2420,260091,13.8,3.5,6.4,10.5,18.3,12.8
2421,260094,12.9,0.0,6.1,10.2,12.3,14.9
2422,260095,12.8,3.2,9.3,12.8,20.0,15.5
2423,260096,13.9,3.3,6.6,11.3,16.5,14.6
2424,260097,14.3,0.0,7.5,12.7,20.2,0.0
2425,260102,0.0,0.0,7.6,0.0,16.1,0.0
2426,260104,14.4,3.0,6.7,10.8,18.9,14.7
2427,260105,15.7,0.0,8.3,11.7,16.4,15.8
2428,260108,15.5,3.2,7.5,10.5,15.6,11.4
2429,260110,14.1,4.0,10.7,14.8,18.2,13.4
2430,260113,14.4,0.0,6.9,12.1,18.1,16.9
2431,260119,15.0,3.6,8.1,12.4,17.2,14.5
2432,260137,15.1,5.4,9.0,12.9,15.4,15.5
2433,260138,11.7,2.9,9.8,10.1,12.2,13.5
2434,260141,15.1,4.2,8.6,12.7,16.8,17.2
2435,260142,0.0,0.0,8.0,14.8,15.4,0.0
2436,260160,0.0,0.0,7.4,11.9,17.6,0.0
2437,260162,0.0,0.0,0.0,11.5,16.0,0.0
2438,260163,15.2,0.0,7.8,10.5,16.4,14.4
2439,260175,12.9,0.0,7.9,11.6,19.6,15.8
2440,260176,13.5,3.8,9.1,10.8,18.6,16.4
2441,260177,13.7,2.9,8.2,11.7,15.0,14.9
2442,260179,11.7,2.1,6.7,10.8,13.6,12.6
2443,260180,14.1,3.2,7.8,10.1,15.2,15.1
2444,260183,16.4,5.4,11.3,14.0,16.7,15.8
2445,260186,17.5,5.2,10.5,12.3,16.9,14.6
2446,260190,13.0,0.0,8.2,13.9,16.4,14.3
2447,260191,13.7,0.0,7.7,11.9,16.1,14.8
2448,260193,15.6,0.0,7.8,12.2,14.8,15.9
2449,260195,14.5,0.0,11.7,11.4,21.8,16.8
2450,260200,14.4,0.0,8.7,13.1,18.7,14.8
2451,260207,0.0,0.0,0.0,0.0,16.6,0.0
2452,260209,0.0,0.0,8.6,0.0,15.3,0.0
2453,260210,0.0,0.0,8.4,12.5,16.3,0.0
2454,260214,0.0,0.0,7.9,14.1,16.1,0.0
2455,260216,14.5,0.0,8.0,12.6,14.0,12.4
2456,260219,13.4,0.0,7.5,12.0,15.5,14.5
2457,260227,0.0,0.0,0.0,0.0,16.1,0.0
2458,261301,0.0,0.0,0.0,0.0,0.0,0.0
2459,261302,0.0,0.0,0.0,0.0,0.0,0.0
2460,261303,0.0,0.0,9.0,12.3,17.1,0.0
2461,261305,0.0,0.0,8.2,0.0,15.3,0.0
2462,261306,0.0,0.0,0.0,0.0,18.6,0.0
2463,261307,0.0,0.0,7.7,12.7,14.9,0.0
2464,261308,0.0,0.0,6.9,11.3,18.7,0.0
2465,261309,0.0,0.0,7.9,13.3,16.0,0.0
2466,261310,0.0,0.0,8.5,12.3,14.5,0.0
2467,261311,0.0,0.0,8.8,11.1,13.7,0.0
2468,261312,0.0,0.0,7.7,12.1,16.3,0.0
2469,261313,0.0,0.0,0.0,0.0,0.0,0.0
2470,261314,0.0,0.0,8.4,11.6,15.8,0.0
2471,261315,0.0,0.0,0.0,0.0,0.0,0.0
2472,261316,0.0,0.0,7.7,0.0,17.7,0.0
2473,261317,0.0,0.0,8.3,0.0,19.0,0.0
2474,261318,0.0,0.0,8.0,13.2,13.7,14.3
2475,261319,0.0,0.0,8.0,11.1,14.8,0.0
2476,261320,0.0,0.0,8.0,13.2,15.5,0.0
2477,261321,0.0,0.0,7.0,11.2,15.2,0.0
2478,261322,0.0,0.0,0.0,0.0,0.0,0.0
2479,261323,0.0,0.0,0.0,12.3,17.2,0.0
2480,261324,0.0,0.0,7.8,12.4,17.3,0.0
2481,261325,0.0,0.0,9.0,12.6,13.6,13.7
2482,261327,0.0,0.0,7.6,12.5,16.8,0.0
2483,261328,0.0,0.0,7.6,11.8,15.1,0.0
2484,261329,0.0,0.0,7.2,0.0,16.7,0.0
2485,261330,0.0,0.0,8.2,13.1,14.1,0.0
2486,261331,0.0,0.0,0.0,0.0,0.0,0.0
2487,261332,0.0,0.0,7.8,0.0,17.1,0.0
2488,261333,0.0,0.0,8.5,12.6,15.4,0.0
2489,261334,0.0,0.0,0.0,0.0,16.2,0.0
2490,261335,0.0,0.0,6.9,12.0,15.8,0.0
2491,261336,0.0,0.0,0.0,0.0,0.0,0.0
2492,261337,0.0,0.0,6.9,12.8,16.6,0.0
2493,261338,0.0,0.0,7.3,12.3,15.9,0.0
2494,261339,0.0,0.0,0.0,0.0,0.0,0.0
2495,263301,0.0,0.0,0.0,0.0,0.0,0.0
2496,263302,0.0,0.0,0.0,0.0,0.0,0.0
2497,263303,0.0,0.0,0.0,0.0,0.0,0.0
2498,263304,0.0,0.0,0.0,0.0,0.0,0.0
2499,270003,14.1,0.0,8.2,16.4,16.8,17.2
2500,270004,14.2,4.7,9.3,11.6,15.2,13.0
2501,270012,16.6,4.3,6.3,11.9,12.5,15.1
2502,270014,12.1,2.7,9.0,15.3,17.9,18.7
2503,270017,12.6,0.0,8.3,12.1,15.8,14.7
2504,270023,13.3,0.0,7.6,11.6,15.2,15.5
2505,270032,0.0,0.0,11.1,13.1,16.3,0.0
2506,270049,13.2,3.1,8.8,12.9,17.1,17.5
2507,270051,13.6,2.9,11.6,13.7,17.4,15.3
2508,270057,13.5,0.0,11.2,10.9,15.2,16.5
2509,270074,0.0,0.0,7.5,0.0,17.9,0.0
2510,270086,0.0,0.0,0.0,0.0,15.9,0.0
2511,270087,0.0,0.0,0.0,0.0,0.0,0.0
2512,271300,0.0,0.0,0.0,0.0,0.0,0.0
2513,271301,0.0,0.0,0.0,0.0,0.0,0.0
2514,271302,0.0,0.0,0.0,0.0,0.0,0.0
2515,271303,0.0,0.0,0.0,0.0,0.0,0.0
2516,271304,0.0,0.0,0.0,0.0,0.0,0.0
2517,271305,0.0,0.0,0.0,0.0,0.0,0.0
2518,271306,0.0,0.0,0.0,0.0,16.9,0.0
2519,271307,0.0,0.0,0.0,0.0,16.9,0.0
2520,271308,0.0,0.0,0.0,0.0,0.0,0.0
2521,271309,0.0,0.0,0.0,0.0,0.0,0.0
2522,271310,0.0,0.0,0.0,0.0,0.0,0.0
2523,271311,0.0,0.0,0.0,0.0,0.0,0.0
2524,271312,0.0,0.0,0.0,0.0,15.4,0.0
2525,271313,0.0,0.0,0.0,0.0,0.0,0.0
2526,271314,0.0,0.0,0.0,0.0,0.0,0.0
2527,271315,0.0,0.0,0.0,0.0,0.0,0.0
2528,271316,0.0,0.0,0.0,14.5,15.9,0.0
2529,271317,0.0,0.0,9.2,12.2,17.1,16.5
2530,271318,0.0,0.0,0.0,11.7,14.9,0.0
2531,271319,0.0,0.0,0.0,0.0,15.9,0.0
2532,271320,0.0,0.0,7.2,0.0,19.3,14.0
2533,271321,0.0,0.0,0.0,0.0,0.0,0.0
2534,271322,0.0,0.0,0.0,0.0,15.3,0.0
2535,271323,0.0,0.0,8.1,0.0,16.0,0.0
2536,271324,0.0,0.0,0.0,0.0,15.5,0.0
2537,271325,0.0,0.0,8.3,11.7,16.1,0.0
2538,271326,0.0,0.0,0.0,0.0,14.5,0.0
2539,271327,0.0,0.0,0.0,0.0,15.5,0.0
2540,271328,0.0,0.0,0.0,0.0,15.2,0.0
2541,271329,0.0,0.0,0.0,0.0,0.0,0.0
2542,271330,0.0,0.0,0.0,0.0,16.8,0.0
2543,271331,0.0,0.0,0.0,0.0,0.0,0.0
2544,271332,0.0,0.0,7.9,12.5,18.3,14.6
2545,271333,0.0,0.0,0.0,0.0,0.0,0.0
2546,271334,0.0,0.0,0.0,0.0,0.0,0.0
2547,271335,0.0,0.0,9.2,12.1,17.1,0.0
2548,271336,0.0,0.0,7.8,12.3,16.5,16.2
2549,271337,0.0,0.0,0.0,0.0,19.1,0.0
2550,271338,0.0,0.0,0.0,0.0,17.3,0.0
2551,271339,0.0,0.0,0.0,0.0,0.0,0.0
2552,271340,0.0,0.0,8.3,12.9,17.9,16.6
2553,271341,0.0,0.0,0.0,0.0,20.4,0.0
2554,271342,0.0,0.0,0.0,0.0,0.0,0.0
2555,271343,0.0,0.0,8.4,14.9,16.5,0.0
2556,271344,0.0,0.0,8.3,12.4,13.5,0.0
2557,271345,0.0,0.0,8.4,11.5,13.4,13.9
2558,271346,0.0,0.0,0.0,0.0,15.0,0.0
2559,271347,0.0,0.0,8.2,15.0,21.7,14.7
2560,280003,13.8,2.2,10.1,15.5,16.6,15.3
2561,280009,14.4,4.8,8.6,10.9,15.8,14.3
2562,280013,15.7,4.6,8.5,12.8,16.5,14.7
2563,280020,14.7,0.0,7.5,12.0,18.7,15.1
2564,280023,13.3,0.0,6.6,10.7,16.5,15.4
2565,280030,12.0,3.9,9.3,14.1,17.4,14.1
2566,280032,14.1,0.0,9.2,13.6,19.4,14.1
2567,280040,14.4,2.5,8.3,13.5,16.5,15.6
2568,280060,11.5,2.7,7.5,13.6,16.2,13.9
2569,280061,16.5,0.0,10.1,12.6,17.6,15.8
2570,280065,12.8,0.0,8.6,14.4,15.3,14.5
2571,280077,15.6,0.0,10.0,16.0,18.2,15.5
2572,280081,14.5,0.0,10.1,11.8,19.1,15.2
2573,280105,13.1,0.0,8.3,13.1,18.1,0.0
2574,280111,16.1,0.0,8.4,12.4,16.4,14.0
2575,280125,17.1,4.0,9.0,12.4,17.5,16.6
2576,280127,0.0,0.0,0.0,0.0,0.0,0.0
2577,280128,14.6,2.1,0.0,11.8,0.0,0.0
2578,280129,0.0,0.0,0.0,0.0,0.0,0.0
2579,280130,12.8,0.0,7.2,13.8,17.3,18.2
2580,280131,0.0,0.0,0.0,0.0,0.0,0.0
2581,280132,15.6,0.0,9.6,13.3,21.1,16.7
2582,280133,0.0,0.0,0.0,0.0,0.0,0.0
2583,280134,0.0,0.0,0.0,0.0,0.0,0.0
2584,281300,0.0,0.0,0.0,0.0,0.0,0.0
2585,281301,0.0,0.0,0.0,0.0,17.5,0.0
2586,281302,0.0,0.0,0.0,0.0,0.0,0.0
2587,281303,0.0,0.0,0.0,0.0,0.0,0.0
2588,281304,0.0,0.0,9.1,0.0,16.5,0.0
2589,281305,0.0,0.0,0.0,0.0,15.9,0.0
2590,281306,0.0,0.0,0.0,0.0,0.0,0.0
2591,281307,0.0,0.0,0.0,0.0,16.7,0.0
2592,281308,0.0,0.0,0.0,0.0,0.0,0.0
2593,281309,0.0,0.0,0.0,0.0,17.1,0.0
2594,281310,0.0,0.0,0.0,0.0,0.0,0.0
2595,281311,0.0,0.0,0.0,0.0,16.1,0.0
2596,281312,0.0,0.0,0.0,0.0,0.0,0.0
2597,281313,0.0,0.0,0.0,0.0,16.4,0.0
2598,281314,0.0,0.0,0.0,0.0,17.3,0.0
2599,281315,0.0,0.0,8.0,12.0,16.6,0.0
2600,281316,0.0,0.0,0.0,0.0,14.6,0.0
2601,281318,0.0,0.0,0.0,0.0,16.9,0.0
2602,281319,0.0,0.0,0.0,0.0,16.8,0.0
2603,281320,0.0,0.0,0.0,0.0,17.2,0.0
2604,281321,0.0,0.0,0.0,0.0,17.7,0.0
2605,281322,0.0,0.0,0.0,14.0,18.3,13.7
2606,281323,0.0,0.0,0.0,0.0,16.0,0.0
2607,281324,0.0,0.0,9.1,0.0,18.9,0.0
2608,281325,0.0,0.0,0.0,0.0,17.0,0.0
2609,281326,0.0,0.0,7.4,0.0,20.3,0.0
2610,281327,0.0,0.0,0.0,13.6,16.4,0.0
2611,281328,0.0,0.0,7.7,0.0,17.2,0.0
2612,281329,0.0,0.0,7.8,13.9,15.8,0.0
2613,281330,0.0,0.0,0.0,0.0,0.0,0.0
2614,281331,0.0,0.0,0.0,0.0,16.6,0.0
2615,281332,0.0,0.0,0.0,14.4,18.3,0.0
2616,281333,0.0,0.0,0.0,0.0,0.0,0.0
2617,281334,0.0,0.0,7.7,12.2,15.2,12.7
2618,281335,0.0,0.0,0.0,0.0,17.6,0.0
2619,281336,0.0,0.0,8.8,15.0,18.9,14.5
2620,281338,0.0,0.0,7.7,11.8,15.3,0.0
2621,281339,0.0,0.0,7.9,12.5,14.7,14.4
2622,281340,0.0,0.0,0.0,0.0,15.6,0.0
2623,281341,0.0,0.0,8.3,14.0,14.8,0.0
2624,281342,0.0,0.0,0.0,0.0,18.9,0.0
2625,281343,0.0,0.0,7.9,0.0,15.5,0.0
2626,281344,0.0,0.0,0.0,0.0,16.2,0.0
2627,281345,0.0,0.0,0.0,11.4,18.5,0.0
2628,281346,0.0,0.0,0.0,0.0,17.1,0.0
2629,281347,0.0,0.0,0.0,0.0,18.6,0.0
2630,281348,0.0,0.0,7.3,12.9,12.6,0.0
2631,281349,0.0,0.0,8.4,11.6,14.2,0.0
2632,281350,0.0,0.0,0.0,11.0,14.7,0.0
2633,281351,0.0,0.0,0.0,0.0,17.4,0.0
2634,281352,0.0,0.0,9.1,13.9,15.1,0.0
2635,281353,0.0,0.0,0.0,14.5,15.6,0.0
2636,281354,0.0,0.0,0.0,0.0,17.1,0.0
2637,281355,0.0,0.0,9.6,14.0,14.8,0.0
2638,281356,0.0,0.0,0.0,0.0,19.3,0.0
2639,281357,0.0,0.0,7.5,11.1,18.4,0.0
2640,281358,0.0,0.0,0.0,0.0,15.5,0.0
2641,281359,0.0,0.0,0.0,13.6,14.6,0.0
2642,281360,0.0,0.0,8.0,11.9,14.7,0.0
2643,281361,0.0,0.0,7.4,13.7,16.5,0.0
2644,281362,0.0,0.0,7.9,13.2,17.9,16.2
2645,281363,0.0,0.0,9.4,14.0,15.5,0.0
2646,281364,0.0,0.0,6.8,12.6,17.4,15.3
2647,281365,0.0,0.0,8.3,12.3,16.3,0.0
2648,283300,0.0,0.0,0.0,0.0,0.0,0.0
2649,283301,0.0,0.0,0.0,0.0,0.0,0.0
2650,290001,15.7,3.6,10.3,16.3,19.0,20.4
2651,290002,0.0,0.0,0.0,0.0,18.8,0.0
2652,290003,15.2,4.1,10.2,11.3,19.7,17.1
2653,290005,15.2,0.0,7.5,9.7,14.3,14.0
2654,290006,0.0,0.0,7.2,14.3,15.0,0.0
2655,290007,14.7,4.8,8.1,12.5,17.2,17.5
2656,290008,14.5,0.0,8.1,13.0,15.7,15.3
2657,290009,13.3,3.9,7.9,10.3,16.3,17.8
2658,290012,14.7,0.0,11.1,14.9,22.4,12.0
2659,290019,13.4,4.4,7.7,12.6,17.7,14.9
2660,290021,16.0,4.0,10.5,11.9,19.7,15.5
2661,290022,18.9,4.1,9.8,13.0,20.3,16.6
2662,290032,14.7,0.0,7.7,13.6,18.8,14.7
2663,290039,13.3,2.6,8.7,11.9,17.0,13.4
2664,290041,14.3,4.5,6.7,9.7,14.7,14.5
2665,290042,0.0,0.0,0.0,0.0,0.0,0.0
2666,290045,15.2,4.3,9.6,15.9,21.0,21.8
2667,290046,15.5,3.5,8.9,11.4,16.1,15.0
2668,290047,16.2,0.0,7.6,10.1,13.9,13.7
2669,290049,0.0,0.0,8.8,12.1,14.7,0.0
2670,290053,15.0,4.5,10.8,11.1,16.4,16.0
2671,290054,15.1,0.0,7.2,10.9,16.5,14.9
2672,290056,0.0,0.0,0.0,0.0,0.0,0.0
2673,291300,0.0,0.0,8.1,11.3,16.8,0.0
2674,291301,0.0,0.0,0.0,0.0,0.0,0.0
2675,291302,0.0,0.0,7.8,14.2,15.5,0.0
2676,291303,0.0,0.0,0.0,0.0,0.0,0.0
2677,291304,0.0,0.0,0.0,0.0,0.0,0.0
2678,291306,0.0,0.0,9.0,12.4,16.5,0.0
2679,291307,0.0,0.0,8.2,14.3,14.8,0.0
2680,291308,0.0,0.0,8.3,0.0,15.4,0.0
2681,291309,0.0,0.0,9.1,13.5,21.3,0.0
2682,291311,14.3,0.0,6.7,12.1,12.9,0.0
2683,291312,0.0,0.0,7.9,0.0,17.3,0.0
2684,300001,14.5,3.2,7.2,14.4,13.2,15.3
2685,300003,11.6,3.5,6.3,12.5,15.4,15.5
2686,300005,14.3,0.0,8.4,13.0,15.2,15.6
2687,300011,13.2,0.0,5.9,11.0,14.7,12.8
2688,300012,13.2,0.0,7.3,11.9,16.4,11.8
2689,300014,15.9,0.0,7.9,12.7,15.1,13.9
2690,300017,16.2,0.0,7.2,11.0,18.1,14.1
2691,300018,14.0,0.0,7.3,11.2,16.1,19.0
2692,300019,15.0,0.0,8.7,10.9,16.1,16.6
2693,300020,12.4,0.0,8.0,10.7,15.3,13.4
2694,300023,13.2,0.0,6.5,12.0,13.6,15.2
2695,300029,15.7,3.4,8.2,10.6,15.9,13.9
2696,300034,11.9,2.7,6.1,9.7,15.2,13.4
2697,301300,0.0,0.0,7.8,12.8,18.7,0.0
2698,301301,0.0,0.0,7.0,12.4,14.2,0.0
2699,301302,0.0,0.0,11.1,17.9,18.8,16.7
2700,301303,14.3,0.0,8.1,12.7,16.8,0.0
2701,301304,15.3,0.0,7.5,13.9,15.0,0.0
2702,301305,0.0,0.0,7.7,12.8,15.0,0.0
2703,301306,0.0,0.0,8.2,12.8,17.9,18.7
2704,301307,14.3,0.0,8.2,14.5,14.9,14.8
2705,301308,0.0,0.0,8.5,11.1,17.3,0.0
2706,301309,13.4,0.0,7.7,13.7,15.8,14.9
2707,301310,14.3,0.0,8.2,12.5,18.0,15.4
2708,301311,0.0,0.0,8.3,11.0,13.5,16.7
2709,301312,14.6,0.0,11.1,11.2,17.3,15.5
2710,310001,11.6,1.8,7.4,11.4,14.4,12.1
2711,310002,13.5,4.1,7.5,10.2,15.0,14.3
2712,310003,14.1,0.0,6.7,11.1,15.0,15.1
2713,310005,14.6,0.0,8.6,11.1,14.1,14.1
2714,310006,14.9,2.6,8.5,12.5,16.2,14.4
2715,310008,13.4,0.0,5.6,8.5,13.5,12.6
2716,310009,13.9,0.0,8.3,11.0,15.1,12.4
2717,310010,13.9,0.0,10.3,12.0,16.1,13.7
2718,310011,13.3,0.0,7.9,12.0,13.5,14.7
2719,310012,14.1,2.4,7.3,11.0,14.9,12.8
2720,310014,15.8,3.2,7.4,10.9,18.7,12.9
2721,310015,10.9,1.5,8.9,10.7,12.5,14.3
2722,310016,14.1,0.0,8.3,10.8,16.6,13.0
2723,310017,13.2,0.0,9.6,11.8,13.7,13.0
2724,310019,15.5,3.2,7.8,12.8,15.2,13.0
2725,310021,16.2,3.9,7.4,12.2,21.9,13.7
2726,310022,13.7,0.0,7.9,10.8,15.2,13.5
2727,310024,15.0,0.0,8.3,13.5,16.3,15.3
2728,310025,13.8,0.0,6.5,12.9,15.8,13.5
2729,310027,15.0,0.0,8.2,11.6,15.2,16.1
2730,310028,16.7,0.0,7.5,13.1,17.7,15.7
2731,310029,14.6,3.5,6.6,10.3,14.0,13.1
2732,310031,13.5,3.6,8.5,9.7,16.3,0.0
2733,310032,14.5,0.0,7.9,10.1,19.6,14.6
2734,310034,12.5,0.0,7.8,11.5,18.2,13.1
2735,310038,14.3,2.6,9.6,11.4,16.1,15.4
2736,310039,14.0,0.0,7.3,13.1,13.5,13.6
2737,310040,13.9,0.0,6.3,10.7,15.3,14.0
2738,310041,15.0,0.0,8.7,12.3,17.5,15.4
2739,310044,15.0,0.0,7.4,10.7,17.2,11.8
2740,310045,12.4,2.2,7.7,11.5,17.4,11.9
2741,310047,13.8,0.0,7.3,13.4,15.2,11.7
2742,310048,16.1,0.0,9.2,12.6,15.5,13.6
2743,310050,14.5,0.0,7.9,13.3,15.8,16.4
2744,310051,13.9,0.0,8.0,11.7,16.7,12.6
2745,310052,14.0,0.0,9.0,12.0,14.5,13.8
2746,310054,12.4,0.0,8.2,11.7,15.5,14.2
2747,310057,14.7,0.0,8.5,10.5,14.8,13.6
2748,310058,0.0,0.0,0.0,0.0,19.3,0.0
2749,310060,13.7,0.0,8.2,10.8,15.3,12.5
2750,310061,15.3,0.0,8.4,11.2,16.6,13.9
2751,310064,13.8,2.1,7.9,9.3,15.6,13.9
2752,310069,12.6,0.0,8.1,11.3,17.4,13.5
2753,310070,13.7,0.0,8.4,11.9,14.6,13.0
2754,310073,12.4,2.1,7.9,12.4,15.4,15.4
2755,310074,12.3,2.4,7.2,11.9,16.2,14.4
2756,310075,13.1,0.0,5.6,10.6,15.0,13.8
2757,310076,12.4,2.8,6.2,11.1,14.4,10.0
2758,310081,14.4,0.0,8.6,11.2,16.9,14.2
2759,310083,12.8,0.0,7.1,9.9,13.0,12.0
2760,310084,13.2,0.0,8.0,10.6,11.1,16.4
2761,310086,13.3,0.0,6.9,9.6,16.2,14.6
2762,310091,13.9,0.0,6.8,11.2,19.8,14.9
2763,310092,13.0,0.0,8.5,10.3,16.1,16.5
2764,310096,12.6,2.4,6.1,9.8,13.2,13.3
2765,310108,15.1,0.0,10.6,13.5,16.1,12.8
2766,310110,15.4,0.0,9.4,11.0,18.0,15.6
2767,310111,12.5,0.0,7.2,10.6,15.1,15.4
2768,310112,12.7,0.0,8.1,10.9,15.3,11.7
2769,310113,15.3,0.0,9.2,11.6,14.7,13.6
2770,310115,14.3,0.0,7.3,11.8,16.8,13.4
2771,310118,13.3,0.0,6.9,10.7,13.0,0.0
2772,310119,13.2,0.0,7.3,10.0,17.5,16.2
2773,310130,13.7,0.0,7.9,12.2,13.4,12.5
2774,313300,0.0,0.0,0.0,0.0,0.0,0.0
2775,313302,0.0,0.0,0.0,0.0,0.0,0.0
2776,320001,14.5,2.7,9.1,10.8,14.7,19.8
2777,320002,14.1,0.0,7.4,11.7,18.8,14.9
2778,320003,0.0,0.0,8.1,11.6,15.4,14.1
2779,320004,16.5,0.0,9.5,13.7,21.8,20.4
2780,320005,15.0,0.0,7.8,12.7,14.0,14.7
2781,320006,13.7,0.0,8.6,11.9,19.7,14.2
2782,320009,12.0,2.7,8.6,12.1,16.2,14.5
2783,320011,0.0,0.0,8.0,10.8,15.8,13.7
2784,320013,0.0,0.0,7.8,11.5,15.4,13.4
2785,320016,0.0,0.0,9.9,10.9,16.8,14.3
2786,320017,0.0,0.0,8.6,11.8,15.4,0.0
2787,320018,13.3,4.0,9.0,13.9,17.4,17.5
2788,320021,13.4,3.7,9.4,13.4,15.4,16.9
2789,320022,13.8,0.0,9.2,10.9,17.8,15.2
2790,320030,0.0,0.0,9.0,15.4,18.7,16.3
2791,320033,0.0,0.0,9.1,11.5,17.0,0.0
2792,320038,0.0,0.0,7.5,11.7,17.0,0.0
2793,320057,0.0,0.0,0.0,0.0,0.0,0.0
2794,320058,0.0,0.0,0.0,0.0,0.0,0.0
2795,320059,0.0,0.0,0.0,11.5,16.4,0.0
2796,320060,0.0,0.0,0.0,0.0,15.5,0.0
2797,320061,0.0,0.0,7.4,10.9,15.0,0.0
2798,320062,0.0,0.0,0.0,0.0,16.1,0.0
2799,320063,13.5,0.0,8.2,12.0,14.4,15.3
2800,320065,14.1,0.0,10.7,11.0,22.4,15.7
2801,320067,0.0,0.0,0.0,0.0,15.4,0.0
2802,320070,0.0,0.0,0.0,0.0,15.3,0.0
2803,320074,0.0,0.0,7.7,11.4,14.2,0.0
2804,320084,13.9,0.0,10.4,13.1,14.7,0.0
2805,320085,15.2,3.5,7.7,12.1,15.3,15.0
2806,320086,13.3,0.0,7.8,13.0,18.5,15.5
2807,320089,0.0,0.0,0.0,14.1,13.9,0.0
2808,321300,0.0,0.0,8.6,0.0,18.4,0.0
2809,321301,0.0,0.0,7.8,0.0,18.7,0.0
2810,321302,0.0,0.0,0.0,0.0,16.2,0.0
2811,321304,0.0,0.0,0.0,14.0,17.0,0.0
2812,321305,0.0,0.0,8.7,12.7,15.3,0.0
2813,321306,0.0,0.0,7.6,10.8,16.0,17.2
2814,321307,0.0,0.0,7.7,13.7,17.5,0.0
2815,321308,0.0,0.0,8.5,0.0,17.1,0.0
2816,321309,0.0,0.0,9.0,14.2,17.8,14.2
2817,330003,14.4,0.0,9.9,14.2,18.0,13.0
2818,330004,13.0,0.0,8.7,12.8,16.8,15.3
2819,330005,14.2,2.0,7.3,12.2,16.4,15.6
2820,330006,13.7,0.0,8.3,11.6,17.6,14.5
2821,330008,0.0,0.0,9.2,11.2,14.4,0.0
2822,330009,14.1,0.0,8.9,10.4,15.8,16.0
2823,330011,13.4,0.0,9.6,13.2,21.4,14.9
2824,330013,14.6,2.4,8.2,10.3,14.1,14.2
2825,330014,15.8,0.0,10.1,13.3,21.1,18.8
2826,330019,13.3,0.0,8.4,7.7,16.6,14.0
2827,330023,14.0,2.5,9.2,13.6,16.9,14.3
2828,330024,12.1,1.9,6.3,9.8,15.6,12.3
2829,330027,16.5,0.0,11.1,12.3,19.9,19.4
2830,330028,12.7,0.0,8.1,12.2,18.3,13.4
2831,330030,12.7,0.0,7.2,11.5,15.7,17.2
2832,330033,13.6,0.0,8.9,12.8,16.2,0.0
2833,330043,14.6,2.5,9.8,13.8,19.6,15.7
2834,330044,16.6,0.0,10.7,13.8,20.0,17.3
2835,330045,11.6,0.0,8.0,12.4,18.8,14.1
2836,330046,12.4,2.8,6.8,9.3,15.2,14.7
2837,330047,14.5,0.0,8.7,14.5,19.2,16.0
2838,330049,12.4,0.0,8.5,14.1,20.8,14.2
2839,330055,12.4,2.8,8.0,12.5,17.5,12.5
2840,330056,14.8,0.0,7.2,11.5,18.1,14.6
2841,330057,12.5,2.8,7.7,11.5,13.2,14.4
2842,330058,14.8,0.0,8.5,11.9,18.0,15.4
2843,330059,12.4,2.2,5.7,9.1,12.8,12.2
2844,330061,12.7,0.0,7.7,10.6,17.5,11.9
2845,330065,13.6,0.0,9.5,13.0,16.8,15.7
2846,330073,14.5,0.0,9.0,11.9,18.9,0.0
2847,330074,16.5,0.0,8.2,12.5,16.6,18.8
2848,330078,14.5,0.0,8.8,12.6,19.2,14.4
2849,330079,13.8,0.0,8.5,13.2,16.2,12.9
2850,330080,13.9,0.0,7.8,11.6,18.4,15.9
2851,330084,14.7,0.0,7.1,11.6,14.5,16.0
2852,330085,13.4,0.0,8.2,13.1,17.9,15.5
2853,330086,13.9,0.0,7.3,13.2,15.6,15.0
2854,330088,13.5,0.0,7.1,12.4,13.6,0.0
2855,330090,14.7,3.4,8.8,12.6,14.0,16.8
2856,330094,15.7,0.0,6.9,10.9,21.5,13.8
2857,330096,16.0,0.0,9.5,14.7,18.2,0.0
2858,330100,0.0,0.0,0.0,0.0,0.0,0.0
2859,330101,11.0,1.4,6.5,8.7,13.1,12.2
2860,330102,14.6,0.0,7.6,15.0,17.6,15.3
